,head_full [m],head [m],rr [mm/d],tn [C],tx [C],stage [m],et [mm/d]
2008-12-19,153.6391,153.6391,0.0000,2.7778,-6.6667,1.5209,0.5631
2008-12-20,153.6361,153.6361,23.1140,-2.7778,-10.0000,1.5056,0.3530
2008-12-21,153.5934,153.5934,3.5560,-6.1111,-10.0000,1.4934,0.2209
2008-12-22,153.5751,153.5751,9.1440,-3.3333,-13.3333,1.4721,0.3444
2008-12-23,153.4685,153.4685,0.0000,-6.6667,-17.2222,1.4599,0.2184
2008-12-24,153.4410,153.4410,2.7940,1.1111,-13.8889,1.4569,0.5107
2008-12-25,153.5873,153.5873,21.5900,10.0000,0.5556,1.7068,0.8302
2008-12-26,153.6696,153.6696,0.0000,4.4444,-7.7778,1.7190,0.6574
2008-12-27,153.6970,153.6970,0.5080,1.6667,-7.7778,1.7159,0.5288
2008-12-28,153.7275,153.7275,3.0480,11.6667,1.1111,1.7495,0.9281
2008-12-29,153.7031,153.7031,0.0000,15.0000,1.1111,1.7525,1.1435
2008-12-30,153.6818,153.6818,0.0000,3.8889,-4.4444,1.6885,0.5977
2008-12-31,153.6239,153.6239,0.0000,2.2222,-4.4444,1.6458,0.5108
2009-01-01,153.5629,153.5629,6.8580,-3.8889,-16.1111,1.5727,0.3206
2009-01-02,153.5020,153.5020,0.0000,-8.3333,-16.1111,1.5879,0.1833
2009-01-03,153.4806,153.4806,0.0000,-1.6667,-12.7778,1.5666,0.4193
2009-01-04,153.4227,153.4227,0.0000,0.0000,-7.7778,1.5239,0.4651
2009-01-05,153.3740,153.3740,1.0160,0.5556,-7.7778,1.5117,0.4938
2009-01-06,153.3313,153.3313,0.0000,2.7778,-7.7778,1.5148,0.6032
2009-01-07,153.3313,153.3313,8.6360,-0.5556,-8.3333,1.5209,0.4538
2009-01-08,153.3526,153.3526,20.0660,1.1111,-2.7778,1.5209,0.4116
2009-01-09,153.3496,153.3496,0.0000,1.6667,-8.8889,1.4995,0.5693
2009-01-10,153.3191,153.3191,0.0000,-2.7778,-11.6667,1.4294,0.3908
2009-01-11,153.3283,153.3283,12.1920,-4.4444,-11.1111,1.3959,0.3227
2009-01-12,153.2734,153.2734,0.0000,-2.2222,-8.3333,1.3837,0.3898
2009-01-13,153.2277,153.2277,0.0000,-2.2222,-12.7778,1.3228,0.4237
2009-01-14,153.2063,153.2063,0.0000,1.1111,-12.2222,1.2252,0.5716
2009-01-15,153.1454,153.1454,0.5080,-8.3333,-15.0000,1.2009,0.2029
2009-01-16,153.1058,153.1058,0.0000,-6.6667,-23.3333,1.1765,0.1472
2009-01-17,153.0692,153.0692,0.0000,-9.4444,-23.3333,1.4203,0.0682
2009-01-18,153.0479,153.0479,3.0480,-8.8889,-22.2222,1.4660,0.1073
2009-01-19,153.0418,153.0418,5.8420,-3.8889,-10.0000,1.3563,0.3575
2009-01-20,153.0052,153.0052,0.0000,0.0000,-10.5556,1.1948,0.5478
2009-01-21,152.9595,152.9595,0.0000,-1.6667,-13.3333,1.1887,0.4772
2009-01-22,152.9198,152.9198,0.0000,-4.4444,-14.4444,1.1826,0.3611
2009-01-23,152.8833,152.8833,0.0000,0.0000,-11.6667,1.1490,0.5660
2009-01-24,152.8741,152.8741,0.0000,5.0000,-11.6667,1.1399,0.8279
2009-01-25,152.8162,152.8162,0.0000,-1.1111,-19.4444,1.1826,0.4531
2009-01-26,152.7888,152.7888,0.0000,-5.0000,-19.4444,1.1399,0.3007
2009-01-27,152.7614,152.7614,0.0000,-3.3333,-18.8889,1.0759,0.3785
2009-01-28,152.7918,152.7918,3.3020,-3.3333,-11.1111,1.0759,0.4293
2009-01-29,152.7644,152.7644,28.1940,1.6667,-7.2222,1.1826,0.6615
2009-01-30,152.7400,152.7400,0.0000,-0.5556,-15.5556,1.1917,0.5606
2009-01-31,152.7309,152.7309,0.0000,-1.1111,-16.1111,1.1308,0.5341
2009-02-01,152.7095,152.7095,0.0000,-5.0000,-13.3333,1.1064,0.3779
2009-02-02,152.7400,152.7400,0.0000,6.6667,-9.4444,1.0759,1.0174
2009-02-03,152.7278,152.7278,1.5240,8.3333,-6.1111,1.0850,1.1251
2009-02-04,152.6821,152.6821,3.8100,0.5556,-13.8889,1.0911,0.6650
2009-02-05,152.6455,152.6455,0.0000,-5.0000,-20.0000,1.1216,0.3245
2009-02-06,152.6242,152.6242,0.0000,-8.3333,-20.0000,1.1429,0.1981
2009-02-07,152.6120,152.6120,0.0000,-2.7778,-16.1111,1.1125,0.4947
2009-02-08,152.6852,152.6852,0.0000,7.2222,-12.2222,1.1602,1.1138
2009-02-09,152.6272,152.6272,1.2700,8.3333,-4.4444,1.2080,1.1836
2009-02-10,152.6516,152.6516,0.0000,4.4444,-5.0000,1.2557,0.9116
2009-02-11,152.6973,152.6973,0.0000,5.0000,-5.5556,1.3035,0.9749
2009-02-12,152.7278,152.7278,3.3020,13.8889,-1.1111,1.3512,1.6333
2009-02-13,152.7674,152.7674,2.0320,7.7778,-1.1111,1.3990,1.1081
2009-02-14,152.8467,152.8467,0.0000,1.1111,-8.8889,1.2770,0.7773
2009-02-15,152.8802,152.8802,0.0000,3.3333,-6.1111,1.2069,0.9037
2009-02-16,152.8985,152.8985,0.0000,2.7778,-8.8889,1.1582,0.9115
2009-02-17,152.9077,152.9077,0.0000,3.3333,-9.4444,1.1338,0.9651
2009-02-18,152.9351,152.9351,0.0000,2.7778,-10.5556,1.1155,0.9402
2009-02-19,152.9564,152.9564,16.0020,2.7778,-11.1111,1.2313,0.9511
2009-02-20,152.9473,152.9473,1.0160,6.6667,-8.3333,1.2801,1.2483
2009-02-21,152.9351,152.9351,0.0000,-1.6667,-8.3333,1.2009,0.6326
2009-02-22,152.9564,152.9564,0.0000,2.7778,-6.1111,1.1978,0.9342
2009-02-23,152.9595,152.9595,8.3820,2.7778,-5.5556,1.2892,0.9310
2009-02-24,152.9503,152.9503,0.0000,-1.1111,-10.5556,1.1917,0.7279
2009-02-25,152.9290,152.9290,0.0000,-1.1111,-11.1111,1.1551,0.7398
2009-02-26,152.9198,152.9198,0.0000,4.4444,-11.1111,1.1368,1.1580
2009-02-27,152.9168,152.9168,0.0000,7.7778,-3.8889,1.1551,1.3911
2009-02-28,152.9107,152.9107,6.3500,13.3333,-3.8889,1.4691,1.9549
2009-03-01,152.9168,152.9168,0.0000,2.2222,-5.0000,1.3898,0.9274
2009-03-02,152.9473,152.9473,12.1920,-0.5556,-7.7778,1.2984,0.7770
2009-03-03,152.9320,152.9320,4.5720,-5.5556,-14.4444,1.2679,0.4959
2009-03-04,152.9016,152.9016,0.0000,-5.5556,-14.4444,1.2283,0.5013
2009-03-05,152.8863,152.8863,0.0000,0.5556,-15.5556,1.1978,0.9031
2009-03-06,152.8863,152.8863,0.0000,5.0000,-15.5556,1.1978,1.2563
2009-03-07,152.8863,152.8863,0.0000,10.5556,-0.5556,1.2710,1.7164
2009-03-08,152.9137,152.9137,0.2540,16.6667,1.1111,1.3898,2.4116
2009-03-09,152.9808,152.9808,18.7960,12.7778,2.2222,1.6093,1.9006
2009-03-10,153.0783,153.0783,7.1120,2.7778,-1.1111,1.5849,0.8532
2009-03-11,153.2063,153.2063,5.0800,6.6667,-1.1111,1.4995,1.3488
2009-03-12,153.2277,153.2277,0.2540,11.1111,-4.4444,1.4538,1.9803
2009-03-13,153.2429,153.2429,0.0000,2.2222,-7.7778,1.3654,1.1336
2009-03-14,153.2490,153.2490,0.0000,3.3333,-8.3333,1.3075,1.2600
2009-03-15,153.2338,153.2338,0.0000,10.5556,-6.6667,1.2770,2.0038
2009-03-16,153.2002,153.2002,0.0000,15.5556,-3.3333,1.2496,2.5768
2009-03-17,153.1606,153.1606,0.0000,8.8889,-3.8889,1.2283,1.8108
2009-03-18,153.1332,153.1332,0.0000,13.8889,-3.8889,1.2130,2.4280
2009-03-19,153.1119,153.1119,0.0000,17.2222,-1.1111,1.2069,2.8312
2009-03-20,153.0722,153.0722,2.5400,8.3333,-2.7778,1.1948,1.7620
2009-03-21,153.0235,153.0235,0.0000,7.2222,-9.4444,1.1673,1.7602
2009-03-22,152.9991,152.9991,0.0000,8.3333,-8.0556,1.1521,1.8959
2009-03-23,152.9717,152.9717,0.0000,9.4444,-6.6667,1.1399,2.0316
2009-03-24,152.9381,152.9381,0.0000,9.4444,-6.6667,1.1277,2.0500
2009-03-25,152.9016,152.9016,0.0000,9.4444,-6.6667,1.1247,2.0684
2009-03-26,152.8863,152.8863,0.0000,12.7778,-6.6667,1.1186,2.4955
2009-03-27,152.8772,152.8772,4.5720,7.7778,-3.3333,1.1765,1.8254
2009-03-28,152.8436,152.8436,0.0000,17.7778,3.8889,1.1551,2.9680
2009-03-29,152.8467,152.8467,1.5240,17.7778,3.8889,1.1917,2.9932
2009-03-30,152.8467,152.8467,15.7480,7.7778,3.8889,1.2801,1.3120
2009-03-31,152.8101,152.8101,0.0000,8.8889,0.0000,1.2496,1.8800
2009-04-01,152.8010,152.8010,0.0000,16.6667,-2.2222,1.1948,3.1161
2009-04-02,152.8040,152.8040,4.8260,9.4444,-1.6667,1.2009,2.0817
2009-04-03,152.8528,152.8528,0.0000,18.8889,4.4444,1.2283,3.2743
2009-04-04,152.8619,152.8619,16.7640,14.4444,6.6667,1.3898,2.3277
2009-04-05,152.8589,152.8589,0.0000,8.8889,2.7778,1.2923,1.7252
2009-04-06,152.9137,152.9137,0.0000,14.4444,0.0000,1.3136,2.8332
2009-04-07,152.9625,152.9625,16.0020,6.1111,0.0000,1.5239,1.5413
2009-04-08,153.0082,153.0082,1.2700,5.5556,-1.1111,1.4020,1.5557
2009-04-09,153.0265,153.0265,0.0000,7.2222,-3.3333,1.3136,1.9438
2009-04-10,153.0235,153.0235,0.0000,16.1111,-2.7778,1.2496,3.2596
2009-04-11,153.0479,153.0479,6.0960,16.6667,-2.7778,1.3075,3.3691
2009-04-12,153.0539,153.0539,4.0640,7.2222,-1.6667,1.3350,1.8999
2009-04-13,153.0661,153.0661,0.0000,7.2222,-4.4444,1.2618,2.0407
2009-04-14,153.0631,153.0631,0.0000,12.2222,-2.7778,1.2191,2.7426
2009-04-15,153.0570,153.0570,0.0000,13.8889,1.1111,1.1917,2.8697
2009-04-16,153.0235,153.0235,0.0000,16.6667,-3.3333,1.1673,3.4915
2009-04-17,152.9899,152.9899,0.0000,17.7778,-3.8889,1.1460,3.6995
2009-04-18,152.9778,152.9778,0.0000,21.1111,-1.6667,1.1308,4.2563
2009-04-19,152.9442,152.9442,0.2540,23.3333,6.6667,1.1277,4.3875
2009-04-20,152.8955,152.8955,0.0000,18.3333,0.5556,1.1186,3.7663
2009-04-21,152.9351,152.9351,20.5740,10.5556,0.5556,1.4477,2.4267
2009-04-22,153.0448,153.0448,2.7940,10.5556,5.0000,1.5879,1.9964
2009-04-23,153.1301,153.1301,5.5880,12.7778,3.3333,1.5483,2.6468
2009-04-24,153.1972,153.1972,0.0000,12.2222,-1.1111,1.3990,2.8497
2009-04-25,153.2307,153.2307,0.0000,23.3333,1.1111,1.3045,4.7849
2009-04-26,153.2246,153.2246,0.0000,32.2222,8.3333,1.2496,6.3746
2009-04-27,153.1911,153.1911,1.7780,31.1111,11.6667,1.2130,5.9560
2009-04-28,153.1728,153.1728,0.0000,31.6667,11.6667,1.1856,6.1159
2009-04-29,153.1332,153.1332,0.0000,32.7778,6.6667,1.1551,6.6643
2009-04-30,153.0814,153.0814,0.0000,20.5556,1.6667,1.1308,4.3525
2009-05-01,153.0631,153.0631,0.0000,20.5556,1.6667,1.1308,4.3732
2009-05-02,153.0448,153.0448,2.7940,18.8889,9.4444,1.1521,3.4451
2009-05-03,152.9869,152.9869,0.0000,19.4444,2.7778,1.1399,4.1457
2009-05-04,152.9473,152.9473,5.5880,15.5556,6.6667,1.1368,3.0410
2009-05-05,152.9077,152.9077,1.7780,16.6667,8.8889,1.1338,3.0265
2009-05-06,152.8833,152.8833,13.4620,11.6667,6.6667,1.1917,2.1416
2009-05-07,152.8863,152.8863,35.3060,20.0000,7.2222,1.3197,4.0214
2009-05-08,152.8863,152.8863,10.1600,21.6667,6.6667,1.3837,4.4543
2009-05-09,152.8985,152.8985,4.3180,23.8889,6.6667,1.3228,4.9633
2009-05-10,152.8924,152.8924,0.0000,21.6667,10.5556,1.2649,4.1059
2009-05-11,152.8558,152.8558,0.0000,17.7778,3.8889,1.1734,3.8709
2009-05-12,152.8375,152.8375,0.0000,18.3333,3.3333,1.1521,4.0373
2009-05-13,152.8040,152.8040,0.0000,19.4444,2.2222,1.1064,4.3412
2009-05-14,152.7735,152.7735,0.0000,22.2222,1.6667,1.0820,4.9488
2009-05-15,152.7735,152.7735,11.4300,18.8889,10.5556,1.1856,3.4658
2009-05-16,152.7583,152.7583,0.0000,25.5556,7.7778,1.1308,5.3921
2009-05-17,152.7644,152.7644,10.9220,20.0000,6.6667,1.1247,4.2177
2009-05-18,152.7339,152.7339,0.2540,12.2222,5.0000,1.0972,2.6294
2009-05-19,152.7065,152.7065,0.0000,13.8889,-1.1111,1.0698,3.4733
2009-05-20,152.6882,152.6882,0.0000,22.7778,0.0000,1.0454,5.2041
2009-05-21,152.6699,152.6699,0.0000,29.4444,6.1111,1.0241,6.4771
2009-05-22,152.6516,152.6516,0.0000,31.1111,13.3333,0.9966,6.4040
2009-05-23,152.6212,152.6212,5.8420,31.1111,12.7778,0.9906,6.4728
2009-05-24,152.6120,152.6120,0.5080,21.6667,9.4444,1.0759,4.4191
2009-05-25,152.6090,152.6090,8.1280,28.3333,10.0000,1.1856,6.0332
2009-05-26,152.6029,152.6029,0.0000,25.0000,4.4444,1.0728,5.6090
2009-05-27,152.6151,152.6151,6.8580,18.3333,6.1111,1.0759,3.9917
2009-05-28,152.6151,152.6151,0.5080,14.4444,7.7778,1.0759,2.8418
2009-05-29,152.6120,152.6120,5.0800,12.2222,8.3333,1.0911,2.1104
2009-05-30,152.6059,152.6059,2.0320,21.6667,9.4444,1.1064,4.4755
2009-05-31,152.5846,152.5846,0.0000,23.8889,5.5556,1.0637,5.3497
2009-06-01,152.5541,152.5541,0.0000,24.4444,3.3333,1.0271,5.5987
2009-06-02,152.5206,152.5206,0.0000,22.2222,5.5556,0.9845,4.9826
2009-06-03,152.4962,152.4962,0.0000,25.5556,10.0000,0.9662,5.4328
2009-06-04,152.4779,152.4779,2.5400,21.6667,10.5556,0.9692,4.3757
2009-06-05,152.4566,152.4566,0.0000,23.8889,9.4444,0.9601,5.0803
2009-06-06,152.4474,152.4474,2.5400,16.6667,8.8889,0.9631,3.2992
2009-06-07,152.4139,152.4139,0.0000,25.5556,10.0000,0.9387,5.4611
2009-06-08,152.3865,152.3865,0.2540,27.7778,11.1111,0.9235,5.9334
2009-06-09,152.3590,152.3590,0.7620,26.6667,11.6667,0.9631,5.5909
2009-06-10,152.3529,152.3529,13.2080,13.8889,11.1111,0.9875,1.9613
2009-06-11,152.3407,152.3407,3.5560,18.8889,11.6667,0.9662,3.4644
2009-06-12,152.3468,152.3468,46.7360,16.1111,13.3333,1.1155,2.1128
2009-06-13,152.3286,152.3286,0.2540,23.8889,12.7778,1.1308,4.7141
2009-06-14,152.3438,152.3438,29.2100,23.8889,12.2222,1.2405,4.7947
2009-06-15,152.3773,152.3773,5.0800,21.1111,10.5556,1.3228,4.2709
2009-06-16,152.4505,152.4505,4.5720,21.1111,10.5556,1.6032,4.2725
2009-06-17,152.5206,152.5206,0.0000,20.5556,9.4444,1.2984,4.2727
2009-06-18,152.6090,152.6090,4.0640,22.2222,11.1111,1.2405,4.4978
2009-06-19,152.7095,152.7095,36.3220,17.2222,12.2222,1.5300,2.8420
2009-06-20,152.8284,152.8284,0.0000,23.8889,12.7778,1.3746,4.7235
2009-06-21,152.8894,152.8894,48.5140,23.3333,15.5556,1.2740,4.0776
2009-06-22,152.9168,152.9168,2.0320,21.1111,15.0000,1.2130,3.4745
2009-06-23,152.9229,152.9229,0.7620,21.6667,15.0000,1.1704,3.6572
2009-06-24,152.9137,152.9137,0.0000,25.0000,15.0000,1.1368,4.6917
2009-06-25,152.8863,152.8863,2.5400,22.2222,16.1111,1.1216,3.5825
2009-06-26,152.8558,152.8558,0.0000,27.2222,16.1111,1.1033,5.1672
2009-06-27,152.8254,152.8254,17.5260,25.5556,13.8889,1.1094,5.0216
2009-06-28,152.7857,152.7857,0.0000,26.1111,13.8889,1.0911,5.1757
2009-06-29,152.7553,152.7553,0.0000,26.1111,13.3333,1.0515,5.2478
2009-06-30,152.7095,152.7095,0.0000,27.7778,12.7778,1.0119,5.7682
2009-07-01,152.6638,152.6638,0.0000,28.8889,13.3333,1.0119,6.0019
2009-07-02,152.6242,152.6242,8.1280,24.4444,15.5556,1.1948,4.3982
2009-07-03,152.6333,152.6333,4.5720,22.2222,14.4444,1.4173,3.9221
2009-07-04,152.6608,152.6608,1.5240,25.5556,12.7778,1.1978,5.1411
2009-07-05,152.6699,152.6699,0.0000,23.8889,8.8889,1.1003,5.1314
2009-07-06,152.6669,152.6669,0.0000,25.5556,8.8889,1.0332,5.5376
2009-07-07,152.6547,152.6547,0.0000,27.7778,8.8889,1.0302,6.0799
2009-07-08,152.6516,152.6516,22.0980,25.5556,10.0000,1.2130,5.4213
2009-07-09,152.6333,152.6333,0.0000,23.8889,10.0000,1.2161,4.9905
2009-07-10,152.6333,152.6333,0.0000,20.5556,7.7778,1.1155,4.3848
2009-07-11,152.6272,152.6272,0.0000,26.1111,8.3333,1.0515,5.6727
2009-07-12,152.6181,152.6181,9.1440,26.1111,15.5556,1.1186,4.8294
2009-07-13,152.5907,152.5907,0.0000,26.1111,8.3333,1.0850,5.6507
2009-07-14,152.5511,152.5511,0.0000,25.0000,7.2222,1.0332,5.4543
2009-07-15,152.5114,152.5114,0.0000,25.0000,8.3333,0.9936,5.3588
2009-07-16,152.4810,152.4810,0.0000,27.7778,8.3333,0.9692,6.0159
2009-07-17,152.4566,152.4566,23.3680,27.7778,13.8889,0.9601,5.4800
2009-07-18,152.4200,152.4200,34.5440,26.6667,13.8889,0.9631,5.1653
2009-07-19,152.3712,152.3712,0.0000,26.1111,12.2222,0.9540,5.2092
2009-07-20,152.3255,152.3255,0.0000,26.1111,12.7778,0.9296,5.1302
2009-07-21,152.2920,152.2920,0.0000,27.7778,12.7778,0.9570,5.5525
2009-07-22,152.2767,152.2767,33.0200,18.3333,15.5556,1.0332,2.1672
2009-07-23,152.2524,152.2524,0.2540,25.5556,15.5556,1.0149,4.5419
2009-07-24,152.3468,152.3468,27.1780,23.8889,14.4444,1.9842,4.2357
2009-07-25,152.4535,152.4535,4.3180,23.3333,12.2222,1.8104,4.4022
2009-07-26,152.5297,152.5297,6.3500,27.2222,15.0000,1.4477,5.0497
2009-07-27,152.5815,152.5815,9.1440,26.6667,17.2222,1.3258,4.5228
2009-07-28,152.6212,152.6212,14.9860,28.3333,16.6667,1.3228,5.0826
2009-07-29,152.6516,152.6516,0.0000,29.4444,16.6667,1.1948,5.3767
2009-07-30,152.6638,152.6638,8.6360,25.5556,18.8889,1.2039,3.7879
2009-07-31,152.7095,152.7095,0.2540,28.3333,15.0000,1.3136,5.2603
2009-08-01,152.7796,152.7796,59.1820,23.8889,14.4444,1.4447,4.1213
2009-08-02,152.8528,152.8528,0.0000,27.2222,15.0000,1.3106,4.9252
2009-08-03,152.8772,152.8772,4.0640,23.3333,15.5556,1.2313,3.7398
2009-08-04,152.8833,152.8833,0.0000,27.2222,12.7778,1.1521,5.1543
2009-08-05,152.8741,152.8741,0.0000,28.3333,13.3333,1.1094,5.3503
2009-08-06,152.8406,152.8406,0.0000,29.4444,12.2222,1.0698,5.7086
2009-08-07,152.7949,152.7949,0.0000,26.6667,10.0000,1.0424,5.2170
2009-08-08,152.7309,152.7309,0.0000,25.0000,8.3333,1.0180,4.9463
2009-08-09,152.6791,152.6791,0.0000,24.4444,11.1111,0.9966,4.5508
2009-08-10,152.6425,152.6425,1.2700,21.1111,13.3333,0.9845,3.4037
2009-08-11,152.6029,152.6029,1.5240,32.2222,18.3333,0.9875,5.6114
2009-08-12,152.5480,152.5480,0.0000,30.0000,16.1111,0.9570,5.2847
2009-08-13,152.4962,152.4962,1.2700,25.0000,16.6667,0.9540,3.8434
2009-08-14,152.4596,152.4596,3.3020,22.2222,13.3333,0.9509,3.6263
2009-08-15,152.4200,152.4200,0.0000,29.4444,13.8889,0.9326,5.3139
2009-08-16,152.3804,152.3804,0.0000,30.0000,15.5556,0.9205,5.2426
2009-08-17,152.3377,152.3377,0.0000,31.1111,16.6667,0.9083,5.3629
2009-08-18,152.3011,152.3011,0.0000,31.6667,17.7778,0.8930,5.3387
2009-08-19,152.2646,152.2646,0.0000,32.2222,17.7778,0.8808,5.4509
2009-08-20,152.2219,152.2219,0.0000,30.5556,17.2222,0.8717,5.0665
2009-08-21,152.1823,152.1823,0.0000,31.1111,17.2222,0.8656,5.1766
2009-08-22,152.1487,152.1487,31.2420,31.1111,19.4444,0.9235,4.8465
2009-08-23,152.1183,152.1183,0.7620,27.7778,17.7778,0.9387,4.1910
2009-08-24,152.0695,152.0695,39.6240,27.2222,16.1111,0.9357,4.2658
2009-08-25,152.0299,152.0299,0.0000,26.6667,14.4444,0.9357,4.3163
2009-08-26,152.0085,152.0085,0.0000,28.8889,14.4444,0.9144,4.8027
2009-08-27,151.9811,151.9811,0.0000,28.3333,12.7778,0.8900,4.8072
2009-08-28,151.9537,151.9537,0.0000,25.0000,12.2222,0.8808,4.1012
2009-08-29,151.9476,151.9476,21.3360,17.7778,11.6667,0.9936,2.5070
2009-08-30,151.9323,151.9323,3.0480,16.6667,12.2222,1.0363,2.1047
2009-08-31,151.9019,151.9019,0.0000,25.0000,11.1111,0.9753,4.1231
2009-09-01,151.8805,151.8805,0.0000,21.6667,5.5556,0.9326,3.8465
2009-09-02,151.8592,151.8592,0.0000,23.3333,5.5556,0.9083,4.1215
2009-09-03,151.8470,151.8470,0.0000,25.5556,6.1111,0.8839,4.4694
2009-09-04,151.8287,151.8287,0.0000,27.2222,8.3333,0.8625,4.6342
2009-09-05,151.7982,151.7982,0.0000,27.7778,9.4444,0.8504,4.6413
2009-09-06,151.7617,151.7617,0.0000,27.7778,9.4444,0.8351,4.6062
2009-09-07,151.7342,151.7342,0.0000,22.2222,7.2222,0.8290,3.6791
2009-09-08,151.7220,151.7220,0.0000,22.7778,9.4444,0.8260,3.5934
2009-09-09,151.6916,151.6916,0.0000,25.0000,10.0000,0.8260,3.9414
2009-09-10,151.6519,151.6519,0.0000,23.3333,5.5556,0.8168,3.8766
2009-09-11,151.6458,151.6458,0.7620,21.1111,7.2222,0.8229,3.3684
2009-09-12,151.6367,151.6367,24.8920,15.5556,10.5556,0.8443,1.9327
2009-09-13,151.6245,151.6245,2.5400,17.7778,14.4444,0.8351,1.7249
2009-09-14,151.6001,151.6001,0.0000,23.8889,9.4444,0.8229,3.6205
2009-09-15,151.5788,151.5788,0.0000,23.3333,10.0000,0.8168,3.4486
2009-09-16,151.5483,151.5483,0.0000,24.4444,9.4444,0.8077,3.6563
2009-09-17,151.5209,151.5209,0.0000,18.3333,7.7778,0.8077,2.6899
2009-09-18,151.5148,151.5148,0.0000,15.5556,5.5556,0.8046,2.3789
2009-09-19,151.4843,151.4843,0.0000,21.6667,5.5556,0.7985,3.3246
2009-09-20,151.4538,151.4538,0.0000,19.4444,1.6667,0.7924,3.1148
2009-09-21,151.4294,151.4294,0.0000,22.7778,2.7778,0.7924,3.5373
2009-09-22,151.4051,151.4051,0.0000,21.6667,3.3333,0.7924,3.3238
2009-09-23,151.3837,151.3837,0.0000,23.8889,9.4444,0.8046,3.2522
2009-09-24,151.3624,151.3624,0.0000,26.1111,15.5556,0.8107,3.1805
2009-09-25,151.3350,151.3350,0.0000,23.8889,7.7778,0.8046,3.3717
2009-09-26,151.3014,151.3014,0.0000,18.3333,0.5556,0.7955,2.8238
2009-09-27,151.3228,151.3228,12.1920,16.6667,1.1111,0.8504,2.5609
2009-09-28,151.3136,151.3136,11.9380,17.7778,10.0000,0.8839,2.1389
2009-09-29,151.2923,151.2923,5.3340,20.0000,7.2222,0.9174,2.6896
2009-09-30,151.2679,151.2679,0.0000,16.1111,6.6667,0.8717,2.1226
2009-10-01,151.2435,151.2435,0.0000,12.2222,2.2222,0.8412,1.8459
2009-10-02,151.2344,151.2344,0.0000,13.3333,1.1111,0.8260,2.0095
2009-10-03,151.2283,151.2283,0.0000,14.4444,0.0000,0.8564,2.1731
2009-10-04,151.2435,151.2435,13.2080,15.5556,11.1111,1.0698,1.4928
2009-10-05,151.2405,151.2405,0.0000,19.4444,7.2222,0.9570,2.4495
2009-10-06,151.2435,151.2435,0.0000,16.1111,3.8889,0.9052,2.1572
2009-10-07,151.2770,151.2770,8.1280,16.6667,3.3333,0.9784,2.2291
2009-10-08,151.2405,151.2405,3.0480,17.2222,7.7778,0.9997,2.0276
2009-10-09,151.2618,151.2618,0.0000,15.5556,6.6667,0.9326,1.8542
2009-10-10,151.2588,151.2588,9.9060,15.5556,8.3333,0.9265,1.7022
2009-10-11,151.2466,151.2466,0.0000,16.6667,-1.1111,0.9174,2.2624
2009-10-12,151.2405,151.2405,0.0000,14.4444,-1.1111,0.8961,1.9999
2009-10-13,151.2588,151.2588,0.2540,11.1111,-1.6667,0.8808,1.6470
2009-10-14,151.2466,151.2466,0.7620,13.8889,-2.2222,0.8869,1.9211
2009-10-15,151.2466,151.2466,0.0000,15.5556,-1.6667,0.8869,2.0586
2009-10-16,151.2588,151.2588,6.8580,3.8889,-0.5556,0.9083,0.8094
2009-10-17,151.2405,151.2405,0.2540,7.2222,-0.5556,0.9052,1.1512
2009-10-18,151.2405,151.2405,1.0160,10.0000,1.6667,0.9387,1.3207
2009-10-19,151.2405,151.2405,11.1760,4.4444,-2.2222,1.0515,0.9303
2009-10-20,151.2466,151.2466,0.0000,11.1111,-2.7778,1.0088,1.5466
2009-10-21,151.2466,151.2466,0.0000,13.8889,1.1111,0.9875,1.6819
2009-10-22,151.2618,151.2618,0.0000,16.6667,5.0000,0.9540,1.8173
2009-10-23,151.2374,151.2374,0.0000,22.2222,6.1111,0.9357,2.3645
2009-10-24,151.2770,151.2770,11.1760,7.7778,3.8889,0.9906,0.8423
2009-10-25,151.2710,151.2710,40.8940,18.3333,5.5556,1.2405,1.9108
2009-10-26,151.2770,151.2770,0.0000,12.7778,-1.1111,1.1460,1.5557
2009-10-27,151.3045,151.3045,0.0000,15.5556,-1.1111,1.1094,1.7862
2009-10-28,151.3441,151.3441,9.9060,8.3333,1.1111,1.1704,1.0438
2009-10-29,151.3624,151.3624,20.3200,9.4444,5.0000,1.2923,0.9015
2009-10-30,151.4081,151.4081,0.0000,13.3333,4.4444,1.1887,1.3465
2009-10-31,151.4599,151.4599,0.2540,12.7778,6.6667,1.1033,1.1392
2009-11-01,151.4660,151.4660,5.0800,18.3333,6.6667,1.0759,1.7179
2009-11-02,151.4813,151.4813,0.0000,11.6667,-1.1111,1.0515,1.3447
2009-11-03,151.5056,151.5056,0.0000,11.1111,-2.2222,1.0515,1.3082
2009-11-04,151.5026,151.5026,0.0000,13.3333,-2.2222,1.0210,1.4686
2009-11-05,151.5239,151.5239,0.0000,8.8889,-2.2222,0.9936,1.1084
2009-11-06,151.5209,151.5209,1.0160,8.3333,-2.2222,0.9784,1.0541
2009-11-07,151.5209,151.5209,0.0000,6.6667,-5.5556,0.9662,0.9851
2009-11-08,151.5209,151.5209,0.0000,10.0000,-5.0000,0.9570,1.1961
2009-11-09,151.5209,151.5209,0.0000,18.8889,-1.6667,0.9479,1.8126
2009-11-10,151.5270,151.5270,0.0000,20.5556,-1.1111,0.9479,1.9207
2009-11-11,151.5209,151.5209,0.0000,16.6667,6.6667,0.9418,1.3850
