,head_full [m],head [m],rr [mm/d],tg [C],tn [C],tx [C],pp [hPa],hu [%],fg [m/s],qq [W/m2],et [mm/d]
2009-08-01,374.5700,374.5700,0.0000,18.5500,9.7400,28.2200,1014.2000,71.6050,1.6200,290.0000,4.4062
2009-08-02,374.5700,374.5700,2.2000,17.8600,11.2900,25.6900,1011.5000,80.5100,2.5900,190.0000,2.8506
2009-08-03,374.5600,374.5600,0.0000,16.2700,12.2500,20.7300,1015.1000,88.8550,1.7300,120.0000,1.7403
2009-08-04,374.5600,374.5600,0.0000,17.4700,10.8600,23.3800,1019.0000,70.5600,2.4300,201.0000,2.9845
2009-08-05,374.5500,374.5500,0.0000,17.3400,8.5400,25.1100,1020.3000,71.1000,1.7600,289.0000,4.2779
2009-08-06,374.5500,374.5500,0.0000,18.9400,10.2800,26.8700,1018.7000,70.0600,2.6000,292.0000,4.4633
2009-08-07,374.5400,374.5400,0.0000,19.7000,10.9300,27.2400,1016.5000,67.2950,2.9500,286.0000,4.4375
2009-08-08,374.5300,374.5300,0.0000,19.8900,12.1500,26.9600,1015.7000,68.1300,1.6100,225.0000,3.5041
2009-08-09,374.5300,374.5300,0.0000,20.2000,13.8600,25.6600,1015.3000,73.9150,2.0400,196.0000,3.0701
2009-08-10,374.5200,374.5200,4.7000,17.6000,12.0500,22.9100,1015.2000,89.7000,1.7400,132.0000,1.9677
2009-08-11,374.5200,374.5200,1.9000,17.8200,14.3100,23.5800,1018.3000,86.4050,2.6300,161.0000,2.4080
2009-08-12,374.5200,374.5200,1.8000,18.9700,15.0100,24.1000,1018.2000,76.2200,2.5900,223.0000,3.4111
2009-08-13,374.5200,374.5200,4.8000,17.2000,14.4300,19.5000,1015.8000,88.5450,2.1400,92.0000,1.3600
2009-08-14,374.5200,374.5200,0.0000,17.4900,13.7400,23.4400,1017.5000,82.8850,1.3600,198.0000,2.9426
2009-08-15,374.5200,374.5200,0.0000,19.3100,11.6000,27.5300,1017.3000,76.6200,1.2600,281.0000,4.3273
2009-08-16,374.5200,374.5200,0.0000,20.8300,12.0900,29.4900,1015.9000,70.2300,1.6700,275.0000,4.3552
2009-08-17,374.5100,374.5100,3.4000,20.9600,12.3000,29.5500,1014.2000,70.7300,2.7300,226.0000,3.5892
2009-08-18,374.5100,374.5100,0.0000,19.1800,12.4300,26.3700,1019.4000,72.8800,2.0300,254.0000,3.8993
2009-08-19,374.5000,374.5000,0.0000,20.1100,10.6800,29.0600,1021.0000,72.1200,2.1100,277.0000,4.3241
2009-08-20,374.5000,374.5000,0.0000,22.0800,13.6300,31.7000,1019.4000,68.5800,2.3400,277.0000,4.4771
2009-08-21,374.4900,374.4900,1.1000,19.9300,13.7600,25.0400,1019.0000,77.1350,2.3900,152.0000,2.3665
2009-08-22,374.4900,374.4900,0.0000,16.1900,9.7800,20.7200,1022.9000,75.3300,2.6100,137.0000,1.9779
2009-08-23,374.4900,374.4900,0.0000,15.2600,7.4000,21.8600,1021.6000,73.5800,3.3400,256.0000,3.6231
2009-08-24,374.4800,374.4800,0.0000,18.6800,9.9800,27.4900,1012.1000,69.8100,3.3600,269.0000,4.1002
2009-08-25,374.4800,374.4800,0.0000,20.6500,11.4400,28.4500,1011.2000,72.5200,2.2800,214.0000,3.3833
2009-08-26,374.4800,374.4800,0.0000,18.4500,14.4100,24.4600,1016.3000,86.0100,1.2900,120.0000,1.8185
2009-08-27,374.4700,374.4700,0.0000,20.3700,12.2300,28.3600,1016.6000,72.3500,1.7400,240.0000,3.7692
2009-08-28,374.4700,374.4700,0.0000,18.7800,11.5400,27.6700,1014.0000,76.3000,2.4200,194.0000,2.9608
2009-08-29,374.4700,374.4700,0.0000,14.2500,6.0500,19.6600,1019.8000,66.8200,3.1800,206.0000,2.8512
2009-08-30,374.4700,374.4700,0.0000,12.6800,4.2500,22.0800,1021.7000,66.4250,1.4300,256.0000,3.4096
2009-08-31,374.4600,374.4600,0.0000,14.8900,4.8000,24.9700,1019.3000,61.9850,2.0400,258.0000,3.6243
2009-09-01,374.4600,374.4600,2.9000,19.9400,7.8000,30.9500,1014.0000,63.9950,2.4500,244.0000,3.8055
2009-09-02,374.4500,374.4500,4.2000,18.9500,15.9600,25.2200,1014.7000,85.0400,1.7000,160.0000,2.4493
2009-09-03,374.4500,374.4500,4.3000,16.7100,13.3200,20.8900,1007.9000,85.9900,3.3100,127.0000,1.8637
2009-09-04,374.4700,374.4700,3.3000,13.8400,11.1500,17.0100,1009.9000,85.1750,2.7700,99.0000,1.3624
2009-09-05,374.4800,374.4800,0.0000,11.8800,7.1700,16.6700,1021.7000,75.4500,3.9500,148.0000,1.9319
2009-09-06,374.4700,374.4700,0.0000,12.0200,6.1000,18.1600,1025.8000,77.8150,1.6500,191.0000,2.4978
2009-09-07,374.4700,374.4700,0.0000,12.6300,5.4000,21.5700,1024.2001,75.6850,1.4500,218.0000,2.8970
2009-09-08,374.4700,374.4700,0.0000,13.7900,5.1900,23.3000,1024.5000,71.7000,1.9000,231.0000,3.1571
2009-09-09,374.4600,374.4600,0.0000,14.5300,5.1200,23.8500,1023.2000,67.0200,1.9700,226.0000,3.1442
2009-09-10,374.4600,374.4600,0.0000,16.4100,6.4200,24.5000,1024.4000,65.3300,2.2400,208.0000,3.0154
2009-09-11,374.4400,374.4400,0.0000,14.4300,9.9700,18.3900,1026.2001,80.9600,2.9700,125.0000,1.7331
2009-09-12,374.4400,374.4400,0.0000,14.7400,9.0300,19.6700,1022.2000,70.8850,2.8000,161.0000,2.2516
2009-09-13,374.4400,374.4400,0.0000,12.6400,6.2500,18.9000,1017.7000,70.3450,2.5000,167.0000,2.2257
2009-09-14,374.4400,374.4400,3.9000,10.4100,8.3200,11.6500,1015.6000,92.0650,1.8500,49.0000,0.6169
2009-09-15,374.4400,374.4400,0.0000,12.9500,9.0200,18.9800,1014.3000,92.5100,1.8100,108.0000,1.4524
2009-09-16,374.4400,374.4400,0.0000,15.1300,9.1700,22.2900,1011.4000,86.1750,3.0500,121.0000,1.7140
2009-09-17,374.4400,374.4400,0.9000,15.8400,14.0600,17.2100,1013.2000,91.1250,2.7000,46.0000,0.6614
2009-09-18,374.4400,374.4400,0.0000,17.3200,15.3900,21.4000,1016.1000,84.1050,3.1500,93.0000,1.3780
2009-09-19,374.4400,374.4400,0.0000,15.6800,9.6700,20.4500,1015.8000,87.3100,1.6300,125.0000,1.7894
2009-09-20,374.4400,374.4400,0.0000,14.9500,9.1600,23.0200,1018.2000,85.9900,1.3400,138.0000,1.9420
2009-09-21,374.4400,374.4400,0.0000,15.9400,9.0600,25.2500,1021.6000,83.5450,1.5300,151.0000,2.1693
2009-09-22,374.4400,374.4400,0.0000,16.3700,10.0200,25.2900,1024.5000,82.0800,1.2400,159.0000,2.3030
2009-09-23,374.4300,374.4300,0.0000,15.9100,9.2100,24.7800,1024.5000,80.5950,1.4800,175.0000,2.5098
2009-09-24,374.4200,374.4200,0.0000,14.0400,7.5300,21.3800,1022.4000,82.0350,1.6600,127.0000,1.7474
2009-09-25,374.4200,374.4200,0.0000,13.4200,8.0600,19.8000,1023.8000,80.8000,2.0900,151.0000,2.0461
2009-09-26,374.4200,374.4200,0.0000,11.7800,5.0200,19.5100,1025.3000,76.2050,2.2800,176.0000,2.2880
2009-09-27,374.4200,374.4200,0.0000,12.7100,4.2600,22.0600,1024.7001,78.1250,1.1100,177.0000,2.3563
2009-09-28,374.4200,374.4200,0.0000,12.7700,5.5900,21.4900,1022.7000,75.4450,1.6800,165.0000,2.2016
2009-09-29,374.4200,374.4200,0.0000,11.8900,5.6600,17.7600,1019.9000,81.0000,2.6800,107.0000,1.3981
2009-09-30,374.4100,374.4100,0.0000,13.0100,8.3500,16.3400,1017.7000,83.4050,1.5300,77.0000,1.0356
2009-10-01,374.4100,374.4100,0.0000,13.7300,10.0300,18.5400,1013.8000,76.9950,2.6000,102.0000,1.3979
2009-10-02,374.4100,374.4100,0.0000,11.0500,4.3300,15.1300,1017.2000,72.2350,2.4400,101.0000,1.2927
2009-10-03,374.4100,374.4100,0.0000,8.4500,0.0800,17.1600,1016.0000,76.6750,2.3500,164.0000,1.9536
2009-10-04,374.4000,374.4000,0.0000,10.2200,2.4100,17.3600,1014.5000,71.1050,3.7800,132.0000,1.6541
2009-10-05,374.3900,374.3900,1.2000,10.6000,1.5000,17.1400,1017.2000,80.6050,1.9000,98.0000,1.2393
2009-10-06,374.3900,374.3900,0.0000,16.1500,9.3700,22.6300,1015.5000,84.6300,2.6900,86.0000,1.2438
2009-10-07,374.3800,374.3800,0.0000,18.0500,10.6700,25.5400,1014.8000,77.2800,2.1600,139.0000,2.0910
2009-10-08,374.3800,374.3800,4.0000,16.9500,12.1400,20.7000,1013.6000,85.1500,2.6000,74.0000,1.0892
2009-10-09,374.3900,374.3900,1.5000,12.5200,11.5000,14.6100,1018.6000,92.6950,2.6900,58.0000,0.7704
2009-10-10,374.4000,374.4000,1.7000,12.0700,10.3100,15.0300,1014.5000,94.4273,2.3400,42.0000,0.5525
2009-10-11,374.4100,374.4100,13.3000,11.0200,9.6200,13.1600,1014.5000,86.2100,3.5400,56.0000,0.7170
2009-10-12,374.4200,374.4200,2.5000,7.3500,3.8400,10.1300,1014.1000,87.2400,4.7400,66.0000,0.7615
2009-10-13,374.4500,374.4500,1.7000,4.5000,0.3800,8.3300,1024.3000,86.7900,3.6000,83.0000,0.8691
2009-10-14,374.4700,374.4700,0.0000,1.5600,-1.5200,3.9000,1027.1000,81.2300,3.0300,78.0000,0.7337
2009-10-15,374.4900,374.4900,1.9000,0.3400,-1.6300,2.5200,1025.9000,88.9550,2.5600,51.0000,0.4579
2009-10-16,374.5100,374.5100,9.7000,3.0200,1.0000,5.2000,1019.9000,93.0790,4.0900,38.0000,0.3787
2009-10-17,374.5100,374.5100,4.3000,3.9700,2.1800,6.3600,1018.7000,92.7947,2.7700,47.0000,0.4847
2009-10-18,374.5200,374.5200,0.0000,3.6900,2.4800,6.8100,1021.8000,91.1400,2.0600,52.0000,0.5301
2009-10-19,374.5200,374.5200,0.0000,1.8700,-2.4900,6.2900,1021.0000,93.3733,1.6600,89.0000,0.8499
2009-10-20,374.5200,374.5200,0.0000,0.7900,-3.2900,7.3600,1014.1000,87.0450,2.7900,125.0000,1.1502
2009-10-21,374.5200,374.5200,0.0000,1.8500,-3.4900,6.9300,1010.0000,91.4600,3.1200,96.0000,0.9218
2009-10-22,374.5100,374.5100,3.2000,4.4100,1.6100,6.0800,1005.7000,93.4667,1.7300,38.0000,0.4006
2009-10-23,374.5000,374.5000,0.0000,6.0700,3.4600,8.7300,1013.2000,93.8141,1.2900,28.0000,0.3105
2009-10-24,374.4900,374.4900,0.0000,7.2700,4.8200,9.7600,1019.3000,94.1615,1.4700,60.0000,0.6888
2009-10-25,374.4700,374.4700,0.5000,9.8600,5.2900,13.6400,1017.4000,93.9500,1.6300,37.0000,0.4585
2009-10-26,374.4700,374.4700,0.0000,10.5900,9.2000,13.1900,1019.8000,84.2600,2.1800,55.0000,0.6946
2009-10-27,374.4600,374.4600,0.0000,8.6700,3.5400,12.9600,1023.1000,88.6750,1.6200,54.0000,0.6453
2009-10-28,374.4500,374.4500,0.0000,5.8400,0.8600,11.7600,1022.1000,93.5400,1.0400,78.0000,0.8548
2009-10-29,374.4500,374.4500,0.0000,5.9800,2.9400,10.5800,1022.8000,94.3700,1.5700,62.0000,0.6823
2009-10-30,374.4400,374.4400,0.0000,5.2400,-0.1400,8.1200,1028.1000,95.2000,1.9800,54.0000,0.5785
2009-10-31,374.4300,374.4300,0.0000,1.4600,-3.0400,4.7900,1028.7001,92.2150,2.1200,53.0000,0.4962
2009-11-01,374.4300,374.4300,2.0000,4.2600,3.6100,5.9500,1020.0000,91.6800,2.4000,54.0000,0.5621
2009-11-02,374.4400,374.4400,19.3000,5.1400,3.0500,8.0000,1005.2000,91.1450,2.5900,22.0000,0.2377
2009-11-03,374.4700,374.4700,5.9000,4.9000,0.8000,8.2700,1001.2000,90.6100,2.6300,45.0000,0.4834
2009-11-04,374.5000,374.5000,2.1000,5.7100,-0.1400,10.7700,993.5000,92.5650,3.5700,55.0000,0.6090
2009-11-05,374.5400,374.5400,0.0000,3.5400,-0.4500,10.0700,1002.2000,88.9000,2.1600,69.0000,0.7072
2009-11-06,374.5800,374.5800,0.0000,1.2200,-1.2400,3.3200,1010.6000,90.2667,1.5600,68.0000,0.6374
2009-11-07,374.6100,374.6100,0.0000,2.2500,1.1800,4.3300,1005.7000,91.6333,2.0600,44.0000,0.4298
2009-11-08,374.6100,374.6100,7.3000,3.2500,1.5700,4.6000,1005.3000,93.0000,2.1300,20.0000,0.2026
2009-11-09,374.6100,374.6100,2.1000,4.1300,2.8600,4.8300,1007.4000,94.3667,2.2100,21.0000,0.2191
2009-11-10,374.6200,374.6200,0.0000,3.2400,2.4300,4.4400,1011.9000,90.9100,1.7900,24.0000,0.2421
2009-11-11,374.6200,374.6200,0.0000,3.7500,-0.9800,5.9300,1011.5000,92.3200,1.7400,28.0000,0.2876
2009-11-12,374.6200,374.6200,0.0000,1.5700,-1.7700,5.5600,1014.2000,93.3850,1.8600,37.0000,0.3507
2009-11-13,374.6100,374.6100,0.0000,7.2500,4.4100,13.5000,1016.4000,94.4500,1.8900,50.0000,0.5745
2009-11-14,374.6100,374.6100,0.0000,6.1400,1.8600,9.4600,1015.1000,94.5333,1.9800,39.0000,0.4331
2009-11-15,374.5900,374.5900,2.2000,5.5300,0.9700,8.9000,1017.3000,95.2000,1.9400,41.0000,0.4459
2009-11-16,374.5800,374.5800,5.9000,8.7400,6.2700,10.7200,1013.8000,94.5333,1.8100,21.0000,0.2525
2009-11-17,374.5800,374.5800,0.0000,10.2500,7.7600,13.6000,1014.0000,93.8667,2.0000,44.0000,0.5520
2009-11-18,374.5800,374.5800,0.0000,5.5500,2.2000,11.5600,1023.9000,94.7000,2.3400,67.0000,0.7267
2009-11-19,374.5800,374.5800,0.0000,3.4100,-0.4600,10.6200,1026.6000,94.2118,1.8600,78.0000,0.7854
2009-11-20,374.5900,374.5900,0.0000,4.5800,1.2600,10.2600,1026.3000,93.7237,1.7300,53.0000,0.5559
2009-11-21,374.5900,374.5900,0.0000,4.0800,0.1100,9.1200,1027.2001,93.2355,1.6800,51.0000,0.5255
2009-11-22,374.5800,374.5800,0.0000,6.3400,1.3200,11.4500,1018.4000,92.7474,2.3800,38.0000,0.4240
2009-11-23,374.5700,374.5700,2.3000,9.2700,6.7200,11.2200,1013.6000,73.7000,5.5800,48.0000,0.5861
2009-11-24,374.5600,374.5600,4.0000,10.2000,8.9800,11.0000,1015.2000,89.2850,4.7000,23.0000,0.2880
2009-11-25,374.5700,374.5700,0.0000,7.2700,1.3800,13.1600,1015.0000,87.8050,2.4900,71.0000,0.8168
2009-11-26,374.5900,374.5900,0.0000,5.5800,-0.2600,10.2700,1015.2000,89.4500,2.7400,50.0000,0.5453
2009-11-27,374.6200,374.6200,0.0000,3.2500,-1.3000,10.2000,1011.9000,87.8950,3.1400,39.0000,0.3936
2009-11-28,374.6400,374.6400,0.0000,4.0200,-0.9800,8.9400,1011.3000,82.6500,3.0400,52.0000,0.5393
2009-11-29,374.6600,374.6600,0.0000,2.0700,-1.1700,7.7300,1004.2000,91.4200,2.6700,53.0000,0.5147
2009-11-30,374.6400,374.6400,3.2000,4.1000,0.6500,6.7500,997.2000,91.4600,3.3400,23.0000,0.2410
2009-12-01,374.6200,374.6200,4.5000,3.0600,2.7000,3.2000,1007.6000,94.6500,2.9700,20.0000,0.2010
2009-12-02,374.6100,374.6100,0.0000,3.1300,2.5600,3.7600,1014.9000,93.8158,2.2800,37.0000,0.3712
2009-12-03,374.6300,374.6300,1.5000,1.5600,0.0000,4.9600,1010.8000,94.1143,2.4900,48.0000,0.4557
2009-12-04,374.6500,374.6500,3.1000,0.7900,-1.6700,3.9500,1011.6000,94.2540,1.6300,22.0000,0.2027
2009-12-05,374.6800,374.6800,0.0000,-0.5800,-2.6100,1.4200,1017.4000,94.3937,1.9900,24.0000,0.2088
2009-12-06,374.7000,374.7000,4.7000,3.9600,-0.3100,7.0300,1014.2000,94.5333,2.5500,22.0000,0.2273
2009-12-07,374.7100,374.7100,6.7000,7.4800,5.9100,8.2500,1014.0000,93.1017,2.2700,25.0000,0.2896
2009-12-08,374.7300,374.7300,4.1000,5.8700,3.4100,7.5100,1014.3000,91.6700,3.2300,22.0000,0.2423
2009-12-09,374.7700,374.7700,0.0000,2.9600,-0.8300,5.4700,1027.0000,94.7000,1.5900,35.0000,0.3467
2009-12-10,374.8100,374.8100,13.4000,2.5200,-1.4500,6.7600,1024.5000,94.7000,3.0800,21.0000,0.2050
2009-12-11,374.8700,374.8700,6.3000,3.3900,1.4900,5.4000,1021.2000,93.1450,3.7100,16.0000,0.1615
2009-12-12,374.9800,374.9800,0.0000,0.1700,-2.4100,1.0600,1023.5000,93.8111,3.1300,20.0000,0.1786
2009-12-13,375.0500,375.0500,0.0000,-2.6700,-4.5400,-1.5600,1021.3000,87.0850,3.3200,23.0000,0.1828
2009-12-14,375.0800,375.0800,0.0000,-4.7800,-7.5900,-3.1200,1020.9000,80.7950,3.9000,24.0000,0.1735
2009-12-15,375.0900,375.0900,0.0000,-3.0500,-7.0200,-1.3000,1016.6000,76.7250,4.1200,21.0000,0.1647
2009-12-16,375.0900,375.0900,0.0000,-5.7600,-7.7700,-2.9800,1012.1000,86.2500,1.5700,25.0000,0.1737
2009-12-17,375.0800,375.0800,0.0000,-6.0300,-9.2300,-3.7000,1010.1000,81.9250,1.5800,36.0000,0.2472
2009-12-18,375.0400,375.0400,0.9000,-7.4900,-9.7300,-4.5400,1006.7000,87.4450,1.8500,40.0000,0.2563
2009-12-19,374.9800,374.9800,0.0000,-13.1800,-16.3200,-6.8300,1007.5000,82.3550,2.1500,31.0000,0.1459
2009-12-20,374.9200,374.9200,1.8000,-11.0000,-15.1600,-4.8000,1009.2000,82.1300,2.8700,56.0000,0.2978
2009-12-21,374.8600,374.8600,5.4000,-5.7300,-15.1300,-1.0700,1005.1000,94.2000,2.6800,28.0000,0.1957
2009-12-22,374.8300,374.8300,5.9000,0.5900,-1.5300,3.1900,994.0000,93.7900,2.3800,34.0000,0.3141
2009-12-23,374.8100,374.8100,0.0000,1.1600,0.1900,2.2300,998.2000,95.2000,2.6300,19.0000,0.1790
2009-12-24,374.8400,374.8400,0.5000,1.1100,-0.4700,3.6800,994.7000,93.7000,2.4300,20.0000,0.1884
2009-12-25,374.8600,374.8600,0.0000,3.8300,1.3500,6.7600,997.5000,87.1500,4.2200,18.0000,0.1868
2009-12-26,374.8800,374.8800,0.0000,-0.6900,-4.3300,2.8200,1011.8000,90.9650,2.1400,59.0000,0.5126
2009-12-27,374.9000,374.9000,0.9000,-2.4900,-5.8500,2.1000,1009.6000,92.1842,2.1900,36.0000,0.2905
2009-12-28,374.9000,374.9000,0.0000,0.6100,-4.2100,3.6000,1008.1000,90.0550,2.4200,39.0000,0.3576
2009-12-29,374.9000,374.9000,4.4000,-1.7400,-5.7800,5.3600,1005.3000,89.2680,2.9300,22.0000,0.1838
2009-12-30,374.9000,374.9000,4.1000,4.0800,2.0200,7.2300,997.2000,88.4810,2.6800,18.0000,0.1885
2009-12-31,374.9300,374.9300,1.4000,3.3500,1.3000,6.8100,995.2000,87.6940,2.2300,16.0000,0.1635
2010-01-01,374.9900,374.9900,0.0000,1.7400,-0.5000,3.5300,994.2000,86.9070,2.2000,17.0000,0.1640
2010-01-02,375.0300,375.0300,0.0000,-3.6000,-9.3900,-0.6300,1015.3000,86.1200,3.7200,32.0000,0.2451
2010-01-03,375.0500,375.0500,0.9000,-4.2000,-9.3400,-2.1700,1021.0000,88.7700,2.7500,30.0000,0.2228
2010-01-04,375.0400,375.0400,0.0000,-4.6800,-11.3300,1.4700,1016.6000,92.3706,1.4000,38.0000,0.2768
2010-01-05,375.0300,375.0300,0.0000,-5.9600,-6.4900,-5.0700,1009.3000,90.4400,2.1900,23.0000,0.1585
2010-01-06,375.0100,375.0100,0.0000,-4.7600,-5.4800,-3.5200,1004.2000,89.0500,1.2600,17.0000,0.1244
2010-01-07,374.9800,374.9800,0.0000,-4.2900,-5.6000,1.4900,1011.0000,89.6450,1.2900,40.0000,0.2978
2010-01-08,374.9500,374.9500,0.8000,-3.4900,-5.1500,-2.7800,1011.1000,87.5050,4.5600,17.0000,0.1312
2010-01-09,374.9200,374.9200,1.7000,-4.1900,-5.6100,-3.6900,1007.6000,88.5900,3.4700,16.0000,0.1199
2010-01-10,374.8800,374.8800,1.8000,-4.6800,-5.4900,-4.1300,1012.7000,93.0895,2.0700,17.0000,0.1242
2010-01-11,374.8500,374.8500,2.9000,-4.3400,-5.3800,-2.9200,1016.8000,94.5750,1.2900,19.0000,0.1406
2010-01-12,374.8200,374.8200,0.0000,-4.9500,-10.7800,-2.7100,1016.8000,94.7000,1.8200,29.0000,0.2086
2010-01-13,374.8000,374.8000,1.4000,-6.9600,-14.1000,-4.4900,1011.5000,94.4500,1.9400,23.0000,0.1508
2010-01-14,374.7800,374.7800,0.0000,-3.0500,-4.1300,-1.3400,1011.9000,93.9813,2.1200,25.0000,0.1966
2010-01-15,374.7600,374.7600,0.0000,-2.8800,-3.1700,-2.1700,1023.7000,90.6450,1.7800,19.0000,0.1494
2010-01-16,374.7500,374.7500,5.8000,-3.0100,-3.3800,-2.1900,1023.8000,94.0778,2.7900,26.0000,0.2033
2010-01-17,374.7400,374.7400,9.8000,0.7800,-3.1600,4.9300,1017.3000,94.1546,3.4000,22.0000,0.2020
2010-01-18,374.7700,374.7700,0.0000,0.8900,-1.2700,2.3700,1026.6000,94.0387,2.1300,27.0000,0.2476
2010-01-19,374.8500,374.8500,0.0000,-0.1600,-0.9500,1.5800,1023.7000,93.9229,0.9400,36.0000,0.3173
2010-01-20,374.9200,374.9200,0.0000,-0.0400,-0.4900,0.4100,1017.9000,93.8071,1.7700,23.0000,0.2044
2010-01-21,374.9600,374.9600,0.0000,-1.1200,-1.4500,-0.1300,1023.2000,88.4450,1.2500,18.0000,0.1526
2010-01-22,375.0000,375.0000,0.0000,-1.7900,-3.0800,-0.3600,1027.2001,89.6350,1.5200,23.0000,0.1891
2010-01-23,375.0200,375.0200,0.0000,-3.4400,-4.9000,-2.5800,1026.7001,89.5900,2.0500,17.0000,0.1302
2010-01-24,375.0200,375.0200,1.9000,-5.3000,-5.8200,-4.3100,1027.1000,93.7833,2.6900,21.0000,0.1476
2010-01-25,374.9900,374.9900,1.9000,-4.1500,-5.2100,-3.1600,1029.0000,91.3900,1.9000,18.0000,0.1333
2010-01-26,374.9300,374.9300,0.0000,-6.3300,-14.9900,-4.0400,1034.7001,89.5050,2.9000,27.0000,0.1797
2010-01-27,374.8800,374.8800,3.0000,-11.1400,-19.3600,-5.2600,1029.7001,86.7850,2.0300,65.0000,0.3378
2010-01-28,374.8500,374.8500,1.4000,-2.2100,-5.1300,-0.5800,1006.8000,91.2700,4.9900,28.0000,0.2291
2010-01-29,374.8200,374.8200,2.4000,-0.5200,-1.3000,0.6600,993.1000,94.1211,4.5400,26.0000,0.2301
2010-01-30,374.8000,374.8000,0.0000,-2.7900,-7.8400,0.1800,994.1000,87.4050,3.6200,54.0000,0.4344
2010-01-31,374.7800,374.7800,0.0000,-4.5900,-8.0400,-2.9600,1007.0000,86.3450,2.6200,56.0000,0.4123
2010-02-01,374.7600,374.7600,1.7000,-3.3400,-6.5700,-1.6100,1013.1000,83.1150,3.4500,56.0000,0.4345
2010-02-02,374.7400,374.7400,2.3000,-0.7100,-2.5000,0.8500,1015.5000,81.0700,4.9100,60.0000,0.5197
2010-02-03,374.7400,374.7400,10.3000,0.7900,0.2000,1.7300,1011.2000,95.2000,3.7700,29.0000,0.2673
2010-02-04,374.7500,374.7500,0.0000,1.5800,0.1800,7.5900,1017.0000,94.2000,2.1700,64.0000,0.6059
2010-02-05,374.7800,374.7800,2.7000,-0.3500,-0.8900,0.0000,1011.8000,93.6383,2.6000,24.0000,0.2114
2010-02-06,374.8100,374.8100,1.0000,0.8500,0.2000,2.0500,1013.4000,93.0767,1.6100,25.0000,0.2307
2010-02-07,374.8500,374.8500,0.0000,-0.4100,-4.6000,1.3300,1019.0000,92.5150,2.2600,50.0000,0.4375
2010-02-08,374.8900,374.8900,0.0000,-5.5700,-7.4700,-4.3500,1013.4000,89.0850,2.8300,41.0000,0.2871
2010-02-09,374.9100,374.9100,1.0000,-6.5100,-6.9300,-5.4500,1006.8000,87.6950,2.6500,34.0000,0.2286
2010-02-10,374.9200,374.9200,5.3000,-6.6500,-7.0400,-5.5300,1007.5000,86.9900,1.9300,31.0000,0.2069
2010-02-11,374.9000,374.9000,3.5000,-5.7500,-6.9600,-3.4100,1006.3000,91.8000,3.5300,29.0000,0.2023
2010-02-12,374.8700,374.8700,0.0000,-6.0400,-7.8700,-3.6600,1013.2000,87.1100,2.0100,32.0000,0.2192
2010-02-13,374.8400,374.8400,0.0000,-4.7900,-6.5800,-1.8300,1015.4000,88.5000,1.5500,41.0000,0.2974
2010-02-14,374.8100,374.8100,0.0000,-4.8300,-7.0800,-2.2900,1014.5000,87.9050,1.2200,40.0000,0.2898
2010-02-15,374.7900,374.7900,0.0000,-5.2400,-6.0900,-3.7200,1011.5000,80.6300,1.8100,45.0000,0.3205
2010-02-16,374.7700,374.7700,0.0000,-6.1300,-12.1000,-0.3200,1006.6000,84.0350,2.0600,101.0000,0.6919
2010-02-17,374.7500,374.7500,0.0000,-4.1000,-10.2300,1.8000,999.1000,88.5300,2.4700,90.0000,0.6811
2010-02-18,374.7300,374.7300,0.0000,-1.3200,-8.1000,3.6200,1001.2000,93.2369,1.8100,47.0000,0.4006
2010-02-19,374.7200,374.7200,3.7000,1.0500,-0.6600,3.4500,996.1000,95.2000,2.6200,31.0000,0.2911
2010-02-20,374.7100,374.7100,0.0000,0.1600,-4.7700,2.8100,1001.4000,84.2550,2.6900,80.0000,0.7236
2010-02-21,374.7100,374.7100,0.0000,0.0700,-4.1200,4.8700,1004.3000,81.4250,2.6600,90.0000,0.8098
2010-02-22,374.7200,374.7200,1.6000,0.0900,-3.8400,5.7000,999.0000,91.0750,2.3700,56.0000,0.5059
2010-02-23,374.7400,374.7400,1.1000,1.5600,-3.7900,7.7700,998.2000,91.4300,2.6200,55.0000,0.5259
2010-02-24,374.8100,374.8100,0.0000,2.5600,-1.6100,8.8400,1003.2000,91.4150,2.1300,80.0000,0.7914
2010-02-25,374.9600,374.9600,1.9000,3.6500,-1.3400,11.6600,1002.7000,82.4700,2.5400,113.0000,1.1623
2010-02-26,375.1900,375.1900,0.0000,4.4200,1.2200,9.0400,998.7000,82.4300,4.3900,60.0000,0.6350
2010-02-27,375.4700,375.4700,2.6000,3.7800,-1.1800,10.1200,1007.2000,66.8400,3.6300,137.0000,1.4121
2010-02-28,375.5900,375.5900,0.6000,5.8100,1.2400,13.2200,996.4000,68.9800,4.6600,75.0000,0.8319
2010-03-01,375.6100,375.6100,0.0000,4.6100,-1.5000,8.8300,1010.4000,62.5200,5.2800,142.0000,1.5033
2010-03-02,375.5500,375.5500,0.0000,0.1700,-2.8700,4.2300,1021.4000,88.7100,2.1600,62.0000,0.5544
2010-03-03,375.5000,375.5000,0.0000,-0.4700,-4.9500,4.2700,1022.4000,80.7500,2.6200,126.0000,1.0976
2010-03-04,375.4400,375.4400,0.0000,0.0600,-4.1600,3.8400,1015.9000,62.0500,4.0700,119.0000,1.0630
2010-03-05,375.3700,375.3700,2.1000,-3.6400,-6.5300,-0.9600,1023.0000,64.1850,3.4100,141.0000,1.0725
2010-03-06,375.3100,375.3100,2.0000,-3.1800,-4.8000,0.0500,1017.6000,85.1800,4.7900,67.0000,0.5220
