,head_full [m],head [m],rr [mm/d],tg [C],tn [C],tx [C],pp [hPa],hu [%],fg [m/s],qq [W/m2],et [mm/d]
2007-08-28,348.0300,348.0300,0.0000,5.6200,2.3900,8.9500,1007.0000,83.8200,1.8700,102.0000,1.1185
2007-08-29,,,0.0000,2.8900,-0.2800,6.8900,1006.5000,81.5100,1.4500,119.0000,1.1892
2007-08-30,,,0.0000,3.3600,-1.6600,7.1600,1003.2000,80.1950,1.2100,93.0000,0.9467
2007-08-31,,,0.0000,2.8900,0.3800,5.9300,1002.7000,75.0600,1.8500,112.0000,1.1216
2007-09-01,,,0.0000,2.7100,-2.2800,6.9700,1001.6000,77.9650,0.9000,146.0000,1.4535
2007-09-02,,,0.0000,2.5500,-1.1000,5.2100,994.2000,84.4650,2.8300,102.0000,1.0138
2007-09-03,,,2.1000,6.0800,2.2800,10.8800,997.9000,85.5750,1.9800,113.0000,1.2633
2007-09-04,347.9500,347.9500,0.0000,5.0500,3.2600,8.4400,1015.0000,76.9350,2.0800,113.0000,1.2111
2007-09-05,,,0.0000,5.1100,-0.7900,10.7700,1006.2000,76.0000,2.6000,75.0000,0.8091
2007-09-06,,,1.8000,5.1000,3.6400,7.3900,1003.4000,76.8750,2.3800,62.0000,0.6696
2007-09-07,,,0.0000,5.8200,3.6500,8.6000,1013.4000,78.2050,2.1400,107.0000,1.1771
2007-09-08,,,0.0000,5.3600,-0.0500,10.1900,1011.5000,84.9650,2.1100,113.0000,1.2258
2007-09-09,,,0.7000,6.7200,4.6300,10.8800,1007.3000,79.5750,1.9500,63.0000,0.7153
2007-09-10,,,0.0000,3.6900,-0.6700,7.5500,1006.6000,85.2950,1.1900,81.0000,0.8326
2007-09-11,347.8600,347.8600,2.9000,3.4800,0.1900,6.2100,1007.3000,87.2000,0.9800,76.0000,0.7752
2007-09-12,,,0.0000,4.5100,1.7600,6.5900,999.3000,85.7900,2.0600,42.0000,0.4457
2007-09-13,,,0.0000,3.9300,1.6900,7.3500,1011.9000,73.8800,1.7100,86.0000,0.8888
2007-09-14,,,1.7000,5.3900,1.3100,8.3900,994.2000,90.8158,2.6700,48.0000,0.5259
2007-09-15,,,14.7000,5.4700,3.7500,8.4500,990.9000,93.3750,1.4700,40.0000,0.4401
2007-09-16,,,1.0000,4.6900,3.3200,6.9900,996.5000,92.2056,0.8900,28.0000,0.2994
2007-09-17,,,16.9000,2.9300,0.1100,6.1400,991.4000,91.2400,2.2700,33.0000,0.3330
2007-09-18,347.7900,347.7900,0.0000,3.9600,0.3300,6.1700,990.4000,82.0600,3.0800,41.0000,0.4291
2007-09-19,,,0.0000,2.9900,1.2300,6.1700,1002.4000,76.3850,2.2200,60.0000,0.6031
2007-09-20,,,0.0000,1.6900,-1.7500,5.7700,999.9000,75.3100,1.2300,74.0000,0.7104
2007-09-21,,,0.0000,2.9800,-1.3500,6.9600,997.6000,81.8200,1.3600,57.0000,0.5743
2007-09-22,,,0.0000,3.9700,0.0500,7.6300,998.9000,77.1450,1.3900,64.0000,0.6670
2007-09-23,,,0.0000,3.8300,1.5200,7.2100,1007.4000,85.8850,1.4500,65.0000,0.6711
2007-09-24,,,0.0000,5.4500,0.1000,8.7300,1005.7000,89.9800,1.3400,20.0000,0.2182
2007-09-25,347.8400,347.8400,0.0000,9.1300,5.0700,13.4200,995.7000,85.2550,2.8500,41.0000,0.5027
2007-09-26,,,0.0000,8.2200,6.1300,11.3700,1007.5000,80.5750,3.7800,14.0000,0.1663
2007-09-27,,,0.0000,2.6100,1.0900,6.1000,1027.0000,70.3250,2.6700,84.0000,0.8216
2007-09-28,,,0.0000,4.7200,-0.2600,7.8300,1029.5000,71.2400,1.8800,55.0000,0.5786
2007-09-29,,,0.0000,4.8000,-0.5000,11.1500,1030.5000,73.0300,0.9100,82.0000,0.8646
2007-09-30,,,0.0000,5.5500,0.9200,11.8300,1026.1000,77.3650,1.3800,46.0000,0.4984
2007-10-01,,,0.0000,6.1700,0.1700,11.8500,1017.8000,78.2750,1.3300,15.0000,0.1665
2007-10-02,347.8700,347.8700,0.0000,7.9400,3.9200,11.4000,1015.1000,73.5550,1.5100,56.0000,0.6574
2007-10-03,,,0.0000,7.8100,6.0900,10.3600,1013.3000,78.9000,1.7200,24.0000,0.2809
2007-10-04,,,0.0000,5.8800,4.1400,7.9300,1022.2000,81.9500,1.0300,57.0000,0.6255
2007-10-05,,,0.0000,4.9600,3.3400,6.4200,1027.1000,89.4900,1.0000,61.0000,0.6478
2007-10-06,,,1.3000,3.8600,0.1500,5.7100,1021.3000,80.7000,0.9200,18.0000,0.1847
2007-10-07,,,2.4000,3.6400,1.7400,6.8900,1006.1000,92.4857,0.8900,18.0000,0.1847
2007-10-08,,,0.0000,3.1900,1.6400,5.8900,1006.2000,82.9600,2.1000,39.0000,0.3940
2007-10-09,347.8000,347.8000,2.1000,-0.9700,-3.0000,2.1600,1011.1000,73.2250,2.7100,39.0000,0.3352
2007-10-10,,,1.2000,0.0000,-2.6500,1.9400,1007.4000,75.8900,3.8200,27.0000,0.2418
2007-10-11,,,0.0000,-1.2900,-2.4800,0.2900,1008.5000,74.5500,3.3400,40.0000,0.3398
2007-10-12,,,0.0000,-0.5000,-2.2500,0.6700,1017.0000,74.0600,3.8500,44.0000,0.3841
2007-10-13,,,3.0000,-1.9900,-4.4100,-0.0900,1017.8000,75.7100,1.5200,27.0000,0.2214
2007-10-14,,,0.0000,0.7100,-2.2200,2.1900,1004.8000,88.1700,0.7400,24.5000,0.2260
2007-10-15,,,0.0000,3.9600,0.8400,6.8200,1003.6000,84.4650,1.3400,22.0000,0.2286
2007-10-16,347.7300,347.7300,0.0000,2.9600,1.2600,6.9100,995.4000,89.4750,1.0900,31.0000,0.3125
2007-10-17,,,0.0000,0.1700,-1.5300,1.9800,987.8000,90.0100,0.8800,36.0000,0.3284
2007-10-18,,,1.1000,2.1700,-0.0500,4.1300,1002.9000,76.1800,2.3400,14.0000,0.1366
2007-10-19,,,1.3000,-0.4200,-1.6700,3.3100,1025.7001,70.2550,3.2100,9.0000,0.0784
2007-10-20,,,1.5000,2.4800,-2.3000,5.5500,1020.0000,87.1500,1.5500,4.0000,0.0391
2007-10-21,,,0.0000,4.9200,2.9600,7.9900,1023.2000,87.0950,0.9900,15.0000,0.1594
2007-10-22,,,0.0000,4.1200,1.2400,8.2300,1020.1000,80.7650,2.2400,5.0000,0.0518
2007-10-23,347.7300,347.7300,0.0000,8.0500,6.9200,9.1600,1022.2000,74.6950,2.9100,10.0000,0.1174
2007-10-24,,,1.7000,7.6800,6.7200,8.7300,1015.7000,74.1850,3.3000,9.0000,0.1048
2007-10-25,,,0.0000,7.4500,5.4700,9.2600,1017.5000,75.0700,3.7100,19.0000,0.2195
2007-10-26,,,0.0000,3.9500,-0.7900,8.8300,1018.3000,64.0150,1.6000,18.0000,0.1855
2007-10-27,,,0.0000,-0.7300,-4.0700,2.1600,1010.3000,76.5900,1.4300,6.0000,0.0521
2007-10-28,,,1.4000,3.6800,0.2100,5.5500,996.7000,78.8950,2.4600,7.0000,0.0723
2007-10-29,,,0.4000,2.4500,-1.4600,7.5000,998.6000,79.5350,1.6200,10.0000,0.0988
2007-10-30,347.7200,347.7200,0.0000,1.6100,-0.0500,3.7700,995.8000,80.6700,1.4300,13.0000,0.1247
2007-10-31,,,0.0000,1.5200,-0.0100,2.9500,995.2000,74.3850,2.8100,14.0000,0.1339
2007-11-01,,,2.3000,0.4800,-3.3400,2.8600,992.4000,80.5200,2.3000,15.0000,0.1381
2007-11-02,,,0.0000,-0.6300,-2.3400,2.9400,1017.1000,74.9450,2.1800,13.0000,0.1129
2007-11-03,,,0.5000,-3.8100,-5.6200,-1.2700,1008.9000,75.5500,2.1300,12.0000,0.0914
2007-11-04,,,0.0000,-3.7000,-5.9500,-2.7000,1019.0000,86.2200,0.6600,12.0000,0.0913
2007-11-05,,,0.0000,-1.6300,-3.6800,-0.4500,1002.8000,79.3350,1.2800,5.0000,0.0420
2007-11-06,347.6700,347.6700,0.0000,-1.9400,-3.8000,0.7100,996.0000,82.5200,1.5400,11.0000,0.0917
2007-11-07,,,0.0000,-8.2800,-10.7200,-2.6500,995.3000,78.1700,1.0100,10.0000,0.0621
2007-11-08,,,0.0000,-11.8100,-14.3400,-8.3800,990.8000,74.6450,0.6800,7.0000,0.0361
2007-11-09,,,5.4000,-7.2500,-13.4400,-4.7400,991.7000,86.3150,1.1400,4.0000,0.0262
2007-11-10,,,0.0000,-0.6100,-5.5200,0.8600,992.2000,88.3450,1.3900,6.0000,0.0529
2007-11-11,,,1.2000,-3.1200,-4.0200,-0.1000,1001.9000,82.4250,1.5500,7.0000,0.0552
2007-11-12,,,0.0000,-6.4300,-9.2400,-3.5500,1014.3000,80.2300,0.9300,4.0000,0.0269
2007-11-13,347.6000,347.6000,0.0000,-9.9000,-12.7500,-4.4900,1022.2000,79.1800,0.6500,3.0000,0.0168
2007-11-14,,,0.0000,-8.5400,-12.0300,-5.1300,1017.7000,80.1600,0.8000,3.0000,0.0181
2007-11-15,,,2.0000,-10.6200,-13.4700,-8.7600,1001.8000,76.4000,0.7700,4.0000,0.0218
2007-11-16,,,0.0000,-3.7900,-10.9400,-0.8400,1008.1000,79.5000,0.9500,3.0000,0.0229
2007-11-17,,,4.0000,-5.1700,-7.1300,-1.0700,1009.9000,80.5100,1.1100,2.0000,0.0143
2007-11-18,,,2.9000,-5.7600,-8.3900,-4.1200,1007.4000,86.0350,1.0200,1.0000,0.0070
2007-11-19,,,0.0000,-2.1400,-4.5300,3.0000,1016.3000,74.4750,1.9600,1.0000,0.0082
2007-11-20,347.5300,347.5300,0.0000,-0.2500,-5.0300,3.6500,1009.6000,77.5050,2.2200,1.0000,0.0089
2007-11-21,,,0.0000,3.8500,2.0900,6.2500,1000.6000,71.5500,2.6800,1.0000,0.0104
2007-11-22,,,0.5000,-1.9200,-3.9400,4.1500,993.2000,74.6750,1.9800,0.9808,0.0082
2007-11-23,,,1.8000,-4.1700,-7.0400,-2.3700,993.1000,72.1650,3.7700,0.9615,0.0073
2007-11-24,,,0.0000,-0.5800,-4.6000,2.0400,991.0000,77.7200,4.0500,0.9423,0.0083
2007-11-25,,,1.0000,-6.5200,-9.2500,0.6400,987.8000,79.1900,0.6600,0.9231,0.0063
2007-11-26,,,0.0000,-2.9000,-8.7900,-0.6200,1004.8000,73.5000,1.9200,0.9038,0.0072
2007-11-27,347.4600,347.4600,0.0000,-3.5600,-6.1400,-2.5800,1013.7000,77.0200,2.4900,0.8846,0.0068
2007-11-28,,,0.0000,-7.4400,-10.9700,-2.7800,1007.2000,79.0600,0.8600,0.8654,0.0056
2007-11-29,,,0.0000,-8.8200,-13.4000,-5.6000,1006.5000,78.8100,1.1000,0.8462,0.0051
2007-11-30,,,0.0000,-4.6200,-8.3800,-3.3800,1004.8000,82.9050,1.6700,0.8269,0.0061
2007-12-01,,,0.0000,-5.6800,-10.0300,-2.8700,1001.6000,78.2500,1.9300,0.8077,0.0057
2007-12-02,,,0.0000,-9.2900,-11.5500,-4.5000,995.5000,77.5600,1.5000,0.7885,0.0046
2007-12-03,,,0.0000,-11.8300,-14.9500,-8.9400,988.2000,83.6450,1.2600,0.7692,0.0040
2007-12-04,347.3900,347.3900,0.0000,-13.0600,-15.3100,-11.2200,997.2000,82.8900,0.6500,0.7500,0.0036
2007-12-05,,,2.1000,-9.9100,-16.2900,-1.8900,992.9000,78.9700,1.2400,0.7308,0.0042
2007-12-06,,,0.0000,-5.5700,-9.1800,-1.8700,980.0000,88.2842,0.5900,0.7115,0.0051
2007-12-07,,,0.0000,-7.4500,-9.7600,-5.6600,980.4000,79.4300,0.6200,0.6923,0.0045
2007-12-08,,,2.8000,-3.7800,-10.2200,-2.9200,983.2000,89.1050,0.2900,0.6731,0.0052
2007-12-09,,,0.0000,-3.5400,-5.3700,-0.6200,987.7000,85.9000,1.1300,0.6538,0.0051
2007-12-10,,,0.0000,-4.1100,-7.0700,0.5400,1003.1000,82.0100,0.6000,0.6346,0.0048
2007-12-11,347.3100,347.3100,1.5000,-2.6800,-5.8300,0.3800,1022.7000,78.1550,1.9100,0.6154,0.0049
2007-12-12,,,0.0000,-6.0500,-9.0900,-2.9600,1032.4000,72.0650,0.9600,0.5962,0.0040
2007-12-13,,,0.0000,1.7200,-4.0600,4.5700,1026.2001,74.9550,2.4000,0.5769,0.0055
2007-12-14,,,0.9000,3.2800,-1.1800,6.1800,1019.7000,76.4650,3.4700,0.5577,0.0056
2007-12-15,,,0.0000,3.3800,0.7100,6.3800,1027.8000,78.0150,1.7400,0.5385,0.0054
2007-12-16,,,0.0000,4.7300,2.8800,6.2500,1023.5000,80.9000,3.3400,0.5192,0.0055
2007-12-17,,,3.9000,4.4100,2.7500,7.1400,1027.2001,76.9650,3.6700,0.5000,0.0052
2007-12-18,347.2900,347.2900,0.0000,3.9800,2.0500,7.9400,1025.9000,78.9900,3.3700,0.4808,0.0049
2007-12-19,,,4.9000,1.7500,-0.7700,6.8400,1007.8000,77.9050,4.2900,0.4615,0.0044
2007-12-20,,,7.3000,0.2200,-1.7800,1.6400,1011.2000,82.7150,2.8100,0.4423,0.0040
2007-12-21,,,1.4000,3.1600,0.0800,6.2400,1005.1000,78.4750,3.5300,0.4231,0.0043
2007-12-22,,,0.0000,-1.8600,-4.1900,2.2100,1015.0000,78.8600,1.2600,0.4038,0.0033
2007-12-23,,,0.0000,-5.1300,-7.3000,-2.7800,1007.3000,77.9800,0.8400,0.3846,0.0028
2007-12-24,,,1.5000,1.9100,-7.0000,5.3400,990.2000,68.6950,5.0300,0.3654,0.0036
2007-12-25,347.2700,347.2700,0.0000,-2.9000,-4.2000,1.1900,1003.0000,71.4300,1.8700,0.3462,0.0028
2007-12-26,,,1.0000,-7.9200,-11.9700,-2.7500,999.6000,70.2700,0.9900,0.3269,0.0021
2007-12-27,,,1.5000,-4.2300,-9.8900,-1.1800,991.9000,86.3050,1.0500,0.3077,0.0023
2007-12-28,,,0.0000,0.3400,-2.0200,2.3600,986.5000,68.9300,2.2600,0.2885,0.0027
2007-12-29,,,0.0000,-3.2300,-6.5500,0.5800,989.8000,71.3450,2.3400,0.2692,0.0021
2007-12-30,,,0.0000,-10.7700,-12.8500,-3.5000,1006.2000,78.2650,0.5200,0.2500,0.0013
2007-12-31,,,0.0000,-9.8300,-13.2100,-6.1600,1035.1000,80.4700,0.5900,0.2308,0.0013
2008-01-01,347.2500,347.2500,0.0000,-9.8000,-12.0000,-6.1800,1043.6000,74.2900,1.1300,0.2115,0.0012
2008-01-02,,,0.0000,-6.5200,-12.4200,-4.4500,1043.5000,77.7750,1.1400,0.1923,0.0013
2008-01-03,,,0.0000,-10.1500,-14.6200,-4.3300,1044.9000,74.1800,1.3400,0.1731,0.0009
2008-01-04,,,0.0000,-10.7700,-17.1800,-6.1700,1040.0000,67.6250,1.4600,0.1538,0.0008
2008-01-05,,,0.0000,-9.3400,-14.4300,-5.7100,1023.7000,67.2700,3.5500,0.1346,0.0008
2008-01-06,,,0.0000,-9.3400,-13.5200,-6.7100,1013.2000,70.0600,1.7800,0.1154,0.0007
2008-01-07,,,0.0000,-10.3500,-13.8600,-5.7600,1007.7000,76.7600,1.3800,0.0962,0.0005
2008-01-08,347.2300,347.2300,0.0000,-9.4600,-11.0600,-4.6800,1007.7000,84.3750,0.5000,0.0769,0.0004
2008-01-09,,,0.0000,-12.0300,-14.6000,-9.0100,1007.4000,85.6300,0.6600,0.0577,0.0003
2008-01-10,,,0.0000,-8.4600,-12.0600,-4.5100,997.7000,86.5800,0.8900,0.0385,0.0002
2008-01-11,,,0.0000,-6.7700,-9.0800,-5.1900,993.7000,87.2158,0.8100,0.0192,0.0001
2008-01-12,,,0.0000,-5.7200,-8.7500,-1.8200,998.2000,86.7450,0.7800,0.0000,0.0000
2008-01-13,,,0.0000,-8.1700,-11.9200,-5.3700,998.2000,87.5263,0.6500,0.1429,0.0009
2008-01-14,,,0.0000,-10.9100,-14.5500,-5.1900,1000.6000,87.5450,0.6500,0.2857,0.0015
2008-01-15,347.2200,347.2200,0.0000,-7.4900,-12.6200,-4.3800,985.5000,88.5150,1.7700,0.4286,0.0028
2008-01-16,,,1.7000,-0.9500,-5.1400,2.8500,987.9000,84.0263,2.0700,0.5714,0.0050
2008-01-17,,,0.0000,-6.7100,-8.9200,-2.7500,1001.5000,82.4600,0.7500,0.7143,0.0048
2008-01-18,,,0.0000,-10.4500,-15.0700,-5.4700,1008.9000,75.8900,1.2700,0.8571,0.0047
2008-01-19,,,0.0000,-3.9300,-8.6700,-1.8900,988.9000,81.9350,2.1800,1.0000,0.0077
2008-01-20,,,4.4000,-3.0500,-3.9800,-1.8400,991.6000,86.8556,1.2700,1.0000,0.0080
2008-01-21,,,0.0000,-3.2800,-4.2500,-1.9800,1001.8000,75.9650,2.6100,1.0000,0.0078
2008-01-22,347.2000,347.2000,0.0000,-9.7000,-12.6200,-3.7000,1015.0000,76.0250,1.1300,2.0000,0.0114
2008-01-23,,,0.0000,-17.2200,-21.0600,-10.0300,1011.3000,68.9600,1.1200,2.0000,0.0073
2008-01-24,,,0.0000,-7.7000,-18.8400,-3.5400,987.4000,73.0100,2.3000,2.0000,0.0129
2008-01-25,,,0.0000,-6.1400,-9.6500,-0.7800,984.8000,79.5750,1.2500,2.0000,0.0139
2008-01-26,,,0.0000,-11.2600,-16.4900,-7.2200,984.1000,78.5050,0.8500,2.0000,0.0107
2008-01-27,,,0.0000,-4.0000,-9.4800,-1.7600,998.6000,73.1300,2.6200,4.0000,0.0304
2008-01-28,,,3.3000,-3.3700,-6.7300,-1.4700,998.5000,80.2450,1.1600,3.0000,0.0235
2008-01-29,347.1800,347.1800,1.7000,-2.4800,-5.6700,-0.2700,989.6000,78.1000,4.1600,5.0000,0.0409
2008-01-30,,,1.4000,-5.0500,-8.2300,-1.6900,994.5000,71.5450,2.4400,2.0000,0.0145
2008-01-31,,,1.7000,-7.3400,-11.8600,-3.5400,994.3000,86.7850,1.5100,3.0000,0.0195
2008-02-01,,,0.0000,-7.7400,-14.0200,-4.1500,980.7000,80.4750,2.1300,2.0000,0.0129
2008-02-02,,,0.9000,-2.2100,-5.5600,-0.4400,979.2000,82.2300,2.5000,2.0000,0.0167
2008-02-03,,,0.0000,-4.0000,-4.8800,-2.1300,996.6000,76.2600,2.4600,2.5000,0.0190
2008-02-04,,,0.0000,-8.2600,-13.8100,-2.6800,1009.8000,77.4100,0.9700,3.0000,0.0184
2008-02-05,347.1200,347.1200,0.0000,-9.4800,-15.5300,-6.1800,1009.2000,79.4100,1.6500,2.0000,0.0115
2008-02-06,,,0.0000,-10.7300,-14.1500,-5.3700,1013.0000,79.5500,1.4100,10.0000,0.0538
2008-02-07,,,0.0000,-6.7800,-14.2000,-4.2500,1016.1000,72.1500,1.2100,2.0000,0.0132
2008-02-08,,,0.0000,-5.6200,-10.7700,-1.4400,1019.2000,78.2400,1.5700,13.0000,0.0905
2008-02-09,,,0.0000,-10.7600,-15.6000,-3.7400,1028.6000,64.6650,1.3000,9.0000,0.0478
2008-02-10,,,0.0000,-0.3400,-12.6200,3.0600,1022.9000,71.2900,2.1900,6.0000,0.0525
2008-02-11,,,0.0000,2.8400,0.9100,3.6800,1026.5000,70.9350,2.7000,15.0000,0.1480
2008-02-12,347.0300,347.0300,3.9000,3.3500,1.8900,4.4900,1010.1000,72.7650,3.7300,23.0000,0.2332
2008-02-13,,,7.9000,-4.9300,-6.3000,2.2400,1008.9000,82.4900,4.5700,12.0000,0.0869
2008-02-14,,,1.9000,-7.1300,-8.3300,-6.2600,1027.3000,74.2200,4.1800,26.0000,0.1672
2008-02-15,,,0.0000,-6.5000,-9.0700,-4.4600,1034.8000,73.7500,2.3400,19.0000,0.1254
2008-02-16,,,2.7000,-2.8300,-9.4300,1.6200,1008.6000,80.7650,2.7800,3.0000,0.0239
2008-02-17,,,1.5000,-2.8000,-4.3900,-0.1100,1003.1000,77.7850,3.0400,23.0000,0.1839
2008-02-18,,,1.0000,-4.3500,-6.7400,-2.4500,1004.1000,76.3550,3.4500,25.0000,0.1865
2008-02-19,346.9400,346.9400,0.0000,-3.9200,-5.2300,-2.8500,1008.0000,77.6900,2.7100,15.0000,0.1138
2008-02-20,,,3.8000,-7.8800,-9.5900,-4.3000,1005.4000,83.5150,0.6900,28.0000,0.1761
2008-02-21,,,0.0000,-6.6700,-11.8600,-1.2700,986.4000,85.7900,1.4400,22.0000,0.1489
2008-02-22,,,1.6000,-4.0200,-6.6800,-0.2900,966.8000,82.1050,1.7400,26.0000,0.2018
2008-02-23,,,0.0000,-10.8000,-16.5100,-5.3500,989.6000,79.4400,1.0000,18.0000,0.0982
2008-02-24,,,1.2000,-12.5300,-18.1300,-8.0700,982.1000,80.1450,1.0300,29.0000,0.1446
2008-02-25,,,0.0000,-6.1500,-12.7800,-1.3400,981.1000,76.1000,2.4200,29.0000,0.2020
2008-02-26,346.8500,346.8500,0.0000,-7.5100,-11.7600,-1.4400,991.7000,69.8400,1.9000,47.0000,0.3041
2008-02-27,,,0.0000,-11.1600,-14.5100,-6.1100,989.7000,80.0200,1.0200,43.0000,0.2301
2008-02-28,,,1.6000,-14.6300,-18.3900,-10.8100,994.9000,80.5950,0.9800,35.0000,0.1527
2008-02-29,,,0.0000,-14.3000,-17.4900,-9.8400,993.2000,78.6300,1.0600,43.0000,0.1916
2008-03-01,,,0.0000,-14.9600,-20.0400,-9.6200,987.1000,75.8000,0.6200,34.0000,0.1464
2008-03-02,,,1.1000,-14.5100,-18.3300,-9.7100,988.2000,77.8700,0.7900,47.0000,0.2077
2008-03-03,,,0.0000,-13.7700,-17.0500,-9.7400,990.8000,75.7650,1.0600,43.0000,0.1981
2008-03-04,346.7700,346.7700,0.0000,-16.2500,-22.1100,-11.5300,999.7000,73.9000,0.9400,39.0000,0.1535
2008-03-05,,,0.0000,-9.4300,-14.4300,-3.7200,999.6000,73.8650,1.1200,37.0000,0.2157
2008-03-06,,,1.2000,-10.1000,-12.9200,-5.1300,987.6000,75.8350,1.2500,44.0000,0.2498
2008-03-07,,,0.0000,-13.3000,-16.1500,-9.6600,1005.4000,75.0800,0.5900,68.0000,0.3184
2008-03-08,,,0.0000,-9.8200,-20.5000,-4.5500,1003.9000,68.0750,1.3200,44.0000,0.2505
2008-03-09,,,0.0000,-9.3800,-11.9000,-5.4300,993.7000,74.7100,2.8300,33.0000,0.1937
2008-03-10,,,0.0000,-6.1000,-10.6700,-2.0800,992.7000,75.8950,1.1900,33.0000,0.2286
2008-03-11,346.7100,346.7100,0.0000,-3.0800,-8.5200,2.6400,996.2000,78.0850,0.7600,54.0000,0.4284
2008-03-12,,,0.0000,-5.6600,-10.0400,-2.5900,996.5000,82.7250,0.9800,52.0000,0.3668
2008-03-13,,,0.0000,-5.2400,-9.3200,1.2500,998.9000,82.8900,0.9500,64.0000,0.4597
2008-03-14,,,0.0000,-3.7800,-7.5200,0.3600,1003.5000,80.3650,1.0000,63.0000,0.4823
2008-03-15,,,0.0000,-5.4900,-12.3000,-0.0200,1004.8000,78.2550,0.8800,76.0000,0.5374
2008-03-16,,,0.0000,-2.8900,-6.3500,-0.1400,999.3000,81.8200,0.6800,41.0000,0.3273
2008-03-17,,,1.4000,-5.1000,-5.8500,-3.5200,1004.1000,80.8350,1.2000,66.0000,0.4755
2008-03-18,346.6600,346.6600,1.0000,-7.7600,-9.7100,-3.8200,1006.2000,80.4800,1.0400,53.0000,0.3351
2008-03-19,,,0.0000,-9.9600,-13.2900,-5.6500,1009.8000,74.6450,1.2900,91.0000,0.5119
2008-03-20,,,0.0000,-14.2300,-18.1400,-9.6300,1005.9000,67.1350,1.0100,102.0000,0.4519
2008-03-21,,,0.0000,-13.4700,-17.2500,-8.3900,1003.7000,67.4550,1.4600,118.0000,0.5477
2008-03-22,,,0.0000,-20.1600,-25.5300,-13.3800,1004.0000,58.3300,0.8000,132.0000,0.4012
2008-03-23,,,0.0000,-18.3500,-27.0300,-10.0300,995.8000,62.8350,0.7800,115.0000,0.3971
2008-03-24,,,0.0000,-17.6000,-22.3100,-12.1200,990.1000,61.9600,0.8000,106.0000,0.3861
2008-03-25,346.6300,346.6300,2.0000,-10.5500,-20.6100,-6.5100,997.5000,71.0200,0.9500,102.0000,0.5609
2008-03-26,,,0.0000,-10.1600,-14.8500,-4.5600,1001.6000,67.3550,1.1000,144.0000,0.8062
2008-03-27,,,0.0000,-8.5000,-12.9500,-2.7800,997.0000,58.9550,2.0200,75.0000,0.4598
2008-03-28,,,0.0000,-7.2500,-10.2900,-4.0200,1004.2000,64.8500,1.6600,114.0000,0.7405
2008-03-29,,,0.0000,-12.6400,-20.1100,-7.0100,1006.7000,69.1950,0.9700,107.0000,0.5199
2008-03-30,,,0.0000,-2.1100,-8.7600,3.4200,1006.0000,82.4100,1.3400,43.0000,0.3535
2008-03-31,,,0.0000,1.9100,-2.8200,5.8700,1005.4000,85.3300,1.1900,66.0000,0.6368
2008-04-01,346.5900,346.5900,0.0000,3.5500,1.3000,7.1600,1009.1000,73.1100,3.2600,68.0000,0.6946
2008-04-02,,,0.0000,-0.8400,-2.5900,3.4100,1022.0000,70.7400,2.0700,122.0000,1.0471
2008-04-03,,,0.0000,-4.9100,-6.5300,-2.5000,1026.6000,71.4950,1.4900,130.0000,0.9308
2008-04-04,,,0.0000,-3.9300,-5.5800,-1.5400,1012.6000,78.9750,1.2700,114.0000,0.8617
2008-04-05,,,4.8000,-5.8900,-7.1100,-3.3300,1005.7000,77.4300,3.4200,82.0000,0.5686
2008-04-06,,,0.0000,-5.4500,-6.9600,-3.1900,1016.8000,73.0150,3.8400,123.0000,0.8643
2008-04-07,,,0.0000,-5.8200,-7.4300,-4.1600,1022.6000,77.2900,1.7100,145.0000,0.9972
2008-04-08,346.5400,346.5400,0.0000,-6.9100,-10.0900,-2.7600,1013.2000,67.7900,1.2400,128.0000,0.8403
2008-04-09,,,0.0000,-6.0000,-7.6700,-4.0200,1008.0000,68.9150,2.8500,102.0000,0.7024
2008-04-10,,,0.0000,-8.2900,-9.5700,-5.4700,1009.0000,66.2700,1.7400,150.0000,0.9215
2008-04-11,,,0.0000,-9.6200,-15.9100,-3.8200,1009.7000,71.1900,1.0700,173.0000,0.9910
2008-04-12,,,0.0000,-4.6200,-9.8400,-1.1200,1013.6000,76.0550,1.5000,124.0000,0.9077
2008-04-13,,,0.0000,-2.3600,-6.8800,2.0700,1014.7000,76.9900,1.5200,136.0000,1.1001
2008-04-14,,,1.2000,-7.2900,-10.7500,-2.3000,1007.1000,78.9200,1.6100,111.0000,0.7182
2008-04-15,346.4900,346.4900,0.0000,-5.7100,-11.2900,0.0000,1014.2000,71.1750,0.8700,168.0000,1.1681
2008-04-16,,,1.0000,-2.1700,-7.6600,1.4400,1013.4000,73.9900,4.3700,196.0000,1.5997
2008-04-17,,,0.0000,1.0700,-4.4400,5.0700,1010.2000,75.6400,4.9600,201.0000,1.8738
2008-04-18,,,0.0000,-1.1400,-4.1400,4.1700,1007.1000,68.5700,3.2900,148.0000,1.2661
2008-04-19,,,0.0000,-2.6200,-5.2100,0.5600,1011.8000,62.6550,2.7800,173.0000,1.3863
2008-04-20,,,0.0000,-2.3700,-7.3800,1.4400,1012.6000,66.9050,1.6700,175.0000,1.4168
2008-04-21,,,0.0000,-1.1800,-2.8800,0.6700,1019.4000,68.8000,2.8800,167.0000,1.4156
2008-04-22,346.4300,346.4300,0.0000,-0.6800,-3.3400,3.1700,1021.8000,67.7900,2.0200,130.0000,1.1232
2008-04-23,,,2.1000,1.0800,-1.1700,3.6800,1017.5000,75.2800,3.7300,123.0000,1.1422
