,head_full [m],head [m],rr [mm/d],tg [C],tn [C],tx [C],pp [hPa],hu [%],fg [m/s],qq [W/m2],et [mm/d]
2004-05-23,11.1200,11.1200,0.0000,9.6500,5.3600,14.6100,1025.6000,65.6100,4.7300,290.0000,3.5597
2004-05-24,11.1000,11.1000,0.0000,11.0700,4.0700,18.0200,1023.6000,73.1550,3.9600,233.0000,2.9755
2004-05-25,11.0900,11.0900,0.0000,10.9100,5.9000,15.0800,1021.0000,69.1900,4.1100,169.0000,2.1514
2004-05-26,11.0900,11.0900,0.0000,9.6900,4.4100,14.8900,1020.5000,71.4300,3.7300,211.0000,2.5988
2004-05-27,11.0700,11.0700,0.0000,9.9800,3.7100,14.7100,1024.3000,77.5750,2.9000,182.0000,2.2559
2004-05-28,11.0600,11.0600,0.0000,12.0100,4.4700,19.0200,1027.1000,72.1850,2.1600,278.0000,3.6327
2004-05-29,11.0500,11.0500,0.0000,16.1500,6.5500,23.5500,1024.6000,59.2950,2.5800,305.0000,4.3968
2004-05-30,11.0400,11.0400,8.1000,17.5600,10.9400,25.5100,1019.5000,61.0900,3.2600,212.0000,3.1530
2004-05-31,11.1500,11.1500,2.5000,14.2500,11.7600,17.6600,1017.9000,90.7789,1.5700,143.0000,1.9807
2004-06-01,11.1400,11.1400,0.0000,15.9700,10.9100,21.7500,1016.8000,77.3950,1.8100,247.0000,3.5569
2004-06-02,11.1000,11.1000,0.0000,14.6200,10.3600,19.8000,1020.5000,81.4050,3.9300,181.0000,2.5259
2004-06-03,11.0900,11.0900,8.3000,14.0300,10.0100,19.9200,1025.4000,83.9350,3.5900,257.0000,3.5312
2004-06-04,11.1900,11.1900,3.5000,13.7500,10.9400,19.6500,1017.9000,85.8350,4.0600,113.0000,1.5469
2004-06-05,11.1800,11.1800,0.0000,12.8500,7.7100,16.5000,1017.5000,82.7800,3.6100,165.0000,2.2106
2004-06-06,11.1500,11.1500,0.0000,14.5800,7.4400,19.1100,1020.3000,80.6800,1.6400,204.0000,2.8445
2004-06-07,11.1100,11.1100,0.0000,18.5500,10.7500,25.1200,1019.4000,75.4300,3.1500,264.0000,4.0043
2004-06-08,11.0900,11.0900,0.0000,20.3900,10.4500,27.2300,1019.5000,74.3450,2.1100,287.0000,4.5050
2004-06-09,11.0500,11.0500,0.0000,19.4700,14.3100,23.8900,1018.2000,77.6900,3.5400,201.0000,3.1037
2004-06-10,11.0600,11.0600,0.0000,19.2000,13.6100,24.2900,1018.0000,79.7200,3.1200,181.0000,2.7809
2004-06-11,11.0600,11.0600,0.0000,16.7600,10.9500,20.7400,1015.7000,74.6100,4.9300,237.0000,3.4720
2004-06-12,11.0300,11.0300,3.3000,14.3400,11.3200,18.3200,1018.1000,82.0100,4.5800,202.0000,2.8035
2004-06-13,11.0300,11.0300,0.0000,13.0100,8.0400,17.6000,1028.9000,76.1100,3.7300,177.0000,2.3698
2004-06-14,11.0200,11.0200,0.0000,16.3600,7.9500,23.0900,1026.7001,79.3650,4.4300,215.0000,3.1110
2004-06-15,11.0100,11.0100,0.0000,15.5900,10.0700,20.1200,1018.7000,77.9700,5.1400,180.0000,2.5689
2004-06-16,10.9800,10.9800,0.0000,13.6200,10.3800,17.1700,1018.3000,71.2850,3.8500,199.0000,2.7154
2004-06-17,10.9900,10.9900,1.3000,14.9500,11.3100,18.9800,1006.5000,78.0600,5.7900,154.0000,2.1768
2004-06-18,10.9700,10.9700,4.4000,13.2800,9.8600,17.2300,1004.4000,82.8500,2.5900,168.0000,2.2864
2004-06-19,11.0400,11.0400,11.9000,11.1100,8.3500,15.3700,1004.6000,77.3700,3.9400,253.0000,3.2607
2004-06-20,11.0500,11.0500,1.0000,10.9900,7.6500,15.3100,1005.6000,82.8300,3.5300,207.0000,2.6584
2004-06-21,11.0200,11.0200,6.4000,11.6900,6.5800,16.7700,1009.7000,83.0250,3.0900,200.0000,2.6110
2004-06-22,11.0000,11.0000,4.2000,14.8900,7.5500,20.4300,1012.9000,77.8100,2.4500,247.0000,3.4782
2004-06-23,11.1200,11.1200,37.0000,15.0800,12.9000,19.7600,998.5000,88.0950,6.6700,143.0000,2.0332
2004-06-24,11.2600,11.2600,12.4000,13.0400,11.2600,15.2100,1001.4000,83.7500,8.7800,133.0000,1.8018
2004-06-25,11.2800,11.2800,2.5000,13.2600,9.0600,15.9900,1013.8000,86.4300,5.9100,126.0000,1.7076
2004-06-26,11.2300,11.2300,2.6000,15.0700,6.8000,20.3000,1020.5000,75.1100,2.4000,241.0000,3.3978
2004-06-27,11.2400,11.2400,0.0000,16.4500,13.1300,20.9700,1016.0000,87.2350,3.7300,163.0000,2.3721
2004-06-28,11.2000,11.2000,0.0000,15.1100,9.2300,19.5400,1022.4000,74.3150,4.6500,262.0000,3.6945
2004-06-29,11.1900,11.1900,0.0000,14.7900,8.8400,19.9000,1022.2000,82.9500,4.1500,233.0000,3.2622
2004-06-30,11.1700,11.1700,2.0000,17.2800,12.3000,21.6900,1014.7000,76.5100,3.3000,154.0000,2.2812
2004-07-01,11.1800,11.1800,3.3000,15.0400,10.3100,19.0600,1009.4000,78.1750,4.3000,205.0000,2.9003
2004-07-02,11.2000,11.2000,31.0000,14.0000,10.9400,17.8000,1009.2000,86.0150,4.0500,209.0000,2.8877
2004-07-03,11.2700,11.2700,4.7000,14.0800,11.2200,18.5300,1009.5000,82.5150,5.8000,201.0000,2.7821
2004-07-04,11.2800,11.2800,3.4000,14.8500,11.8000,18.5600,1013.1000,83.4500,4.7500,180.0000,2.5322
2004-07-05,11.2300,11.2300,0.0000,14.3900,8.5700,19.1800,1016.7000,77.5000,3.4200,257.0000,3.5728
2004-07-06,11.2100,11.2100,0.0000,14.0700,6.9100,20.2000,1022.1000,72.1700,2.5600,282.0000,3.8833
2004-07-07,11.2000,11.2000,2.0000,15.0800,6.1300,20.2200,1017.2000,76.5350,4.8000,261.0000,3.6851
2004-07-08,11.2000,11.2000,9.7000,15.7900,11.8900,21.7200,1008.6000,83.3350,3.0000,151.0000,2.1725
2004-07-09,11.2600,11.2600,3.9000,15.0100,11.6600,19.3800,1006.8000,86.8100,2.6200,170.0000,2.4059
2004-07-10,11.2600,11.2600,0.0000,14.1100,10.5500,18.1600,1011.4000,78.9100,4.7600,201.0000,2.7819
2004-07-11,11.2400,11.2400,5.2000,13.9100,10.5400,18.1400,1008.1000,83.2900,4.6700,147.0000,2.0277
2004-07-12,11.2700,11.2700,1.5000,13.4000,11.5600,15.6800,1009.4000,86.2750,4.3200,108.0000,1.4711
2004-07-13,11.2400,11.2400,0.0000,12.7600,9.6500,16.1300,1015.0000,79.2900,3.9400,148.0000,1.9805
2004-07-14,11.2400,11.2400,6.4000,14.9200,10.6700,18.6900,1013.8000,86.5200,4.6300,118.0000,1.6622
2004-07-15,11.2500,11.2500,15.2000,16.1900,13.0200,19.1800,1013.4000,87.7450,3.3600,141.0000,2.0426
2004-07-16,11.2900,11.2900,5.5000,16.7800,13.7200,19.9100,1014.4000,89.7950,2.2400,138.0000,2.0234
2004-07-17,11.2900,11.2900,29.1000,19.5000,14.0900,27.9900,1012.8000,84.2400,3.0900,246.0000,3.8072
2004-07-18,11.3200,11.3200,1.3000,18.0600,14.3100,22.4000,1014.1000,86.5100,2.7300,133.0000,2.0016
2004-07-19,11.3100,11.3100,0.0000,16.7300,11.4700,21.3000,1017.6000,83.2250,2.4600,217.0000,3.1748
2004-07-20,11.3200,11.3200,7.2000,15.5000,10.6300,19.1600,1015.3000,91.1895,2.2100,105.0000,1.4975
2004-07-21,11.3100,11.3100,0.0000,17.8700,10.5400,24.4700,1016.4000,84.2200,1.7700,192.0000,2.8764
2004-07-22,11.3100,11.3100,2.5000,19.3300,13.5400,25.6800,1018.9000,82.3950,1.6700,254.0000,3.9110
2004-07-23,11.3000,11.3000,0.0000,19.1700,12.9600,24.9700,1018.8000,85.2100,3.0900,206.0000,3.1624
2004-07-24,11.2900,11.2900,0.0000,16.4500,10.0900,22.2700,1023.2000,78.8750,2.6000,257.0000,3.7305
2004-07-25,11.2900,11.2900,9.6000,13.8800,11.2400,16.9100,1017.0000,89.3800,3.3000,82.0000,1.1264
2004-07-26,11.3000,11.3000,0.0000,14.9600,9.5700,19.4400,1015.7000,81.8550,3.1100,206.0000,2.9023
2004-07-27,11.2900,11.2900,0.0000,15.4800,9.0700,21.4500,1020.8000,80.7750,2.4600,231.0000,3.2863
2004-07-28,11.2800,11.2800,0.0000,16.0300,9.0000,21.4500,1022.0000,77.4150,2.5200,239.0000,3.4397
2004-07-29,11.2600,11.2600,0.0000,19.1700,12.1600,26.3700,1018.4000,69.7450,2.9000,297.0000,4.5600
2004-07-30,11.2600,11.2600,0.0000,20.2000,13.0600,27.8800,1018.2000,70.7900,2.1000,268.0000,4.1940
2004-07-31,11.2400,11.2400,0.0000,19.3700,13.2000,25.1400,1019.8000,77.8850,2.2500,231.0000,3.5585
2004-08-01,11.2300,11.2300,0.0000,18.0300,12.6500,23.0700,1020.2000,82.9200,2.1800,245.0000,3.6774
2004-08-02,11.2300,11.2300,0.0000,18.9400,11.3600,25.5100,1017.1000,79.4050,1.9900,258.0000,3.9457
2004-08-03,11.2000,11.2000,0.0000,19.8300,12.1200,26.5100,1012.7000,78.9300,2.4400,269.0000,4.1887
2004-08-04,11.1900,11.1900,0.0000,20.2400,12.6500,26.9600,1012.1000,81.0600,2.3200,265.0000,4.1580
2004-08-05,11.1700,11.1700,0.0000,22.8100,15.9800,31.3300,1012.7000,70.8100,2.5100,245.0000,4.0152
2004-08-06,11.1600,11.1600,0.0000,24.3200,17.2300,32.0800,1013.3000,66.3350,2.4200,258.0000,4.3281
2004-08-07,11.1300,11.1300,0.0000,23.9000,16.9800,30.5400,1013.6000,61.8350,2.7200,247.0000,4.1168
2004-08-08,11.1200,11.1200,0.0000,24.1000,16.5400,31.2100,1010.9000,55.1200,4.4900,270.0000,4.5173
2004-08-09,11.0800,11.0800,0.0000,25.0700,18.4200,32.0900,1012.1000,50.5550,4.7000,270.0000,4.5815
2004-08-10,11.0600,11.0600,11.0000,23.5000,18.6500,30.7300,1012.5000,59.7300,4.2500,204.0000,3.3802
2004-08-11,11.2700,11.2700,12.1000,19.6700,15.4000,24.6300,1011.5000,87.5750,2.4600,146.0000,2.2676
2004-08-12,11.2000,11.2000,49.3000,19.4700,14.2400,28.1800,1007.0000,86.9000,2.8600,165.0000,2.5569
2004-08-13,11.3400,11.3400,18.9000,16.5100,15.5500,18.9400,1002.8000,92.3722,3.6300,88.0000,1.2883
2004-08-14,11.3400,11.3400,0.0000,18.7600,13.5800,24.1900,1013.9000,85.5800,3.2400,213.0000,3.2497
2004-08-15,11.3200,11.3200,8.7000,18.9600,16.0900,22.8400,1017.0000,82.7400,2.8300,137.0000,2.0960
2004-08-16,11.3200,11.3200,6.0000,17.8500,14.0000,21.9400,1007.1000,91.0105,2.9300,91.0000,1.3671
2004-08-17,11.3300,11.3300,0.0000,19.1900,14.8500,23.2400,1005.2000,83.3350,2.9000,200.0000,3.0850
2004-08-18,11.3100,11.3100,1.2000,20.5300,16.9900,25.7900,1002.9000,79.6600,4.1800,169.0000,2.6730
2004-08-19,11.3300,11.3300,2.2000,18.3400,15.3900,21.5200,1003.2000,80.2300,6.5600,173.0000,2.6274
2004-08-20,11.3200,11.3200,6.0000,16.0700,13.2700,18.8500,1005.2000,87.9850,4.7100,143.0000,2.0724
2004-08-21,11.3200,11.3200,1.4000,13.7700,8.9700,18.3300,1012.8000,88.0750,3.4400,125.0000,1.7154
2004-08-22,11.3300,11.3300,0.0000,14.3600,7.9200,19.4600,1021.2000,78.4400,2.2800,195.0000,2.7044
2004-08-23,11.3200,11.3200,1.4000,14.7400,9.6300,20.2900,1015.6000,83.9550,3.1100,118.0000,1.6543
2004-08-24,11.3100,11.3100,14.5000,16.3900,13.8200,21.5900,1007.3000,88.3350,3.3600,131.0000,1.9100
2004-08-25,11.3200,11.3200,4.1000,15.5000,13.4600,19.0900,1004.4000,89.7600,4.9800,118.0000,1.6896
2004-08-26,11.3100,11.3100,6.0000,15.3700,11.7300,19.3500,1010.7000,86.1650,4.7700,147.0000,2.0940
2004-08-27,11.3200,11.3200,2.6000,14.9400,11.6900,16.4100,1008.5000,93.4714,4.7600,38.0000,0.5366
2004-08-28,11.3100,11.3100,0.0000,14.3500,8.8700,19.3500,1011.4000,81.4000,2.8300,194.0000,2.7000
2004-08-29,11.3100,11.3100,5.3000,14.3000,6.9700,20.0000,1010.6000,80.4650,3.3600,146.0000,2.0302
2004-08-30,11.3300,11.3300,14.5000,13.8400,11.1900,17.4300,1006.7000,90.0579,4.8900,132.0000,1.8188
2004-08-31,11.3100,11.3100,4.5000,13.9700,10.5400,18.4000,1013.0000,87.6900,4.7300,140.0000,1.9302
2004-09-01,11.3100,11.3100,0.0000,13.6800,8.6200,19.4700,1017.7000,78.3350,2.8000,161.0000,2.2005
2004-09-02,11.3000,11.3000,0.0000,15.9800,9.0200,23.1900,1019.4000,76.3000,2.3000,209.0000,3.0075
2004-09-03,11.2900,11.2900,0.0000,17.1500,10.1600,25.0700,1022.7000,80.2950,1.5800,201.0000,2.9612
2004-09-04,11.2800,11.2800,0.0000,18.7200,12.7200,25.6000,1028.0000,84.5800,1.9000,191.0000,2.8984
2004-09-05,11.2700,11.2700,0.0000,18.9200,11.3000,27.1000,1028.4000,85.2700,1.7400,184.0000,2.8026
2004-09-06,11.2700,11.2700,0.0000,18.3700,11.7800,25.5700,1028.1000,85.8200,3.7500,194.0000,2.9238
2004-09-07,11.2500,11.2500,0.0000,16.5100,10.5900,22.0400,1032.7001,82.9500,3.7800,198.0000,2.8681
2004-09-08,11.2500,11.2500,0.0000,15.1300,9.2900,20.9400,1034.0000,81.9250,3.3700,199.0000,2.7953
2004-09-09,11.2400,11.2400,0.0000,15.5700,9.1900,22.0000,1029.7001,68.1250,3.4500,201.0000,2.8558
2004-09-10,11.2400,11.2400,0.0000,17.0500,8.5000,25.0700,1016.8000,64.8500,3.8500,191.0000,2.8139
2004-09-11,11.2300,11.2300,2.4000,18.3200,15.7700,21.8400,1011.6000,84.7550,4.5600,114.0000,1.7259
2004-09-12,11.2400,11.2400,0.0000,15.2300,12.7700,18.5500,1010.3000,74.3800,7.4100,141.0000,2.0026
2004-09-13,11.2200,11.2200,1.4000,15.0400,12.3000,18.4400,1005.2000,81.5500,6.5900,87.0000,1.2328
2004-09-14,11.2100,11.2100,1.6000,14.2800,10.7500,19.2700,1004.4000,80.1850,7.2500,156.0000,2.1735
2004-09-15,11.2300,11.2300,2.2000,12.4700,7.7600,16.5600,1014.5000,84.5800,4.5500,129.0000,1.7142
2004-09-16,11.2000,11.2000,0.0000,12.4300,6.4900,17.6100,1024.9000,78.6500,3.0000,152.0000,2.0093
2004-09-17,11.1900,11.1900,0.0000,14.3300,8.3300,19.4600,1021.4000,70.9000,4.2400,161.0000,2.2311
2004-09-18,11.1900,11.1900,1.0000,16.1900,12.3100,21.6700,1012.4000,75.7150,4.9700,110.0000,1.5941
2004-09-19,11.1900,11.1900,0.0000,14.1000,9.3200,18.2100,1014.2000,81.3250,4.1100,140.0000,1.9351
2004-09-20,11.2000,11.2000,12.8000,13.3300,11.2800,14.9500,1006.3000,87.6000,7.0300,30.0000,0.4085
2004-09-21,11.2800,11.2800,8.2000,12.3100,9.5700,16.1100,1007.5000,78.1300,7.9200,95.0000,1.2610
2004-09-22,,,3.6000,11.0900,8.9600,13.5900,1009.0000,85.7500,5.0800,65.0000,0.8357
2004-09-23,,,6.8000,11.6700,9.9500,14.5900,1003.4000,89.0750,5.1100,76.0000,0.9943
2004-09-24,11.2800,11.2800,9.6000,11.4600,8.9900,14.4100,1010.3000,88.5250,5.2200,103.0000,1.3364
2004-09-25,11.2900,11.2900,1.6000,11.9300,10.1800,14.4700,1016.8000,82.6400,4.5500,62.0000,0.8120
2004-09-26,11.2900,11.2900,0.0000,13.2600,8.4200,17.6200,1018.4000,86.8500,3.7300,100.0000,1.3527
2004-09-27,11.2800,11.2800,0.0000,14.2900,10.0000,17.8900,1017.7000,86.4600,3.8000,97.0000,1.3449
2004-09-28,11.2700,11.2700,10.3000,14.3700,11.1900,18.1500,1014.2000,90.3800,4.6700,38.0000,0.5285
2004-09-29,11.3100,11.3100,0.0000,12.8000,11.2600,15.6500,1014.5000,87.7650,4.2200,78.0000,1.0450
2004-09-30,11.2900,11.2900,4.2000,12.0900,6.0100,16.7400,1020.4000,86.8100,1.7300,103.0000,1.3524
2004-10-01,11.2900,11.2900,3.9000,12.8900,10.6400,16.0400,1018.2000,93.0312,2.7900,70.0000,0.9385
2004-10-02,11.3000,11.3000,1.7000,13.1800,11.4900,16.3300,1016.1000,84.3550,4.2400,92.0000,1.2432
2004-10-03,11.3000,11.3000,0.0000,13.2900,9.6800,16.4800,1018.4000,85.2800,4.1100,91.0000,1.2319
2004-10-04,11.2900,11.2900,2.4000,14.5600,12.1800,18.1800,1010.3000,83.6000,5.0700,56.0000,0.7835
2004-10-05,11.2900,11.2900,0.0000,13.5700,11.1900,16.9600,1009.4000,88.2150,3.8500,40.0000,0.5471
2004-10-06,11.2900,11.2900,2.4000,12.1900,9.5100,16.4400,1011.8000,80.7950,6.2200,102.0000,1.3475
2004-10-07,11.2900,11.2900,0.0000,10.5300,6.4000,15.1900,1015.1000,81.9650,4.8700,107.0000,1.3518
2004-10-08,11.2700,11.2700,0.0000,8.9200,4.5600,15.4300,1017.8000,88.8350,2.3400,89.0000,1.0738
2004-10-09,11.2800,11.2800,0.0000,7.9200,2.5100,14.7300,1019.9000,87.2900,2.3600,112.0000,1.3110
2004-10-10,11.2700,11.2700,0.0000,7.3900,2.8300,12.3500,1020.9000,78.2150,4.4400,129.0000,1.4853
2004-10-11,11.2600,11.2600,0.0000,6.9900,2.6900,11.7900,1024.1000,71.9850,6.1200,124.0000,1.4081
2004-10-12,11.2500,11.2500,0.0000,6.3900,2.6600,10.0800,1020.0000,67.7300,5.9500,109.0000,1.2171
2004-10-13,11.2500,11.2500,0.0000,9.2800,3.8100,16.2800,1013.1000,83.1250,4.0200,94.0000,1.1483
2004-10-14,11.2500,11.2500,0.0000,11.1500,8.7300,15.3600,1003.2000,85.0350,4.2200,60.0000,0.7746
2004-10-15,11.2500,11.2500,0.0000,9.3500,4.0100,13.9300,997.7000,86.5900,3.1300,61.0000,0.7519
2004-10-16,11.2300,11.2300,0.0000,7.5900,4.6600,10.0700,997.9000,90.6450,3.3500,47.0000,0.5505
2004-10-17,11.2400,11.2400,2.3000,7.8100,6.1200,9.4400,999.1000,92.8417,3.0000,38.0000,0.4478
2004-10-18,11.2600,11.2600,2.5000,9.0100,5.7900,12.1800,1004.8000,92.3563,4.3500,46.0000,0.5598
2004-10-19,11.2400,11.2400,0.0000,8.3900,3.0600,14.2400,1009.4000,88.7250,2.9800,97.0000,1.1570
2004-10-20,11.2600,11.2600,12.4000,11.1600,5.8300,15.8600,1000.2000,93.3333,4.7400,30.0000,0.3879
2004-10-21,11.2900,11.2900,0.0000,12.6700,9.6200,15.8300,1005.2000,76.2600,7.3500,97.0000,1.3003
2004-10-22,11.2700,11.2700,6.5000,12.7300,9.1600,15.8800,1010.6000,79.1200,6.6300,81.0000,1.0850
2004-10-23,11.2900,11.2900,16.4000,14.3800,12.4600,16.9500,1005.6000,93.0050,6.8000,19.0000,0.2652
2004-10-24,11.3200,11.3200,3.1000,15.5800,13.9300,16.4800,1004.4000,89.1350,5.1100,24.0000,0.3443
2004-10-25,11.3200,11.3200,0.0000,12.9700,9.6500,15.5300,1004.1000,81.3500,7.5200,66.0000,0.8916
2004-10-26,11.3100,11.3100,0.0000,9.0300,3.4200,13.5200,1011.2000,89.8500,3.5000,56.0000,0.6799
2004-10-27,11.3100,11.3100,1.8000,7.0800,1.0800,11.1400,1007.1000,90.7300,3.5800,65.0000,0.7463
2004-10-28,11.3000,11.3000,0.0000,10.6000,8.0100,13.7600,999.3000,93.0059,3.4700,28.0000,0.3569
2004-10-29,11.3000,11.3000,13.4000,11.1400,7.7700,15.2800,999.9000,93.4250,2.2300,41.0000,0.5299
2004-10-30,11.2900,11.2900,0.0000,11.2400,9.2100,13.7900,1007.7000,93.1286,2.4400,34.0000,0.4391
2004-10-31,11.2900,11.2900,0.0000,10.1900,7.4400,12.3600,1020.6000,88.3250,2.1300,24.0000,0.2997
2004-11-01,11.2800,11.2800,0.0000,8.2100,6.1000,10.3500,1023.5000,88.8950,2.3000,32.0000,0.3772
2004-11-02,11.2800,11.2800,2.1000,8.5000,6.8800,9.9900,1021.3000,86.8150,4.5500,24.0000,0.2856
2004-11-03,11.2800,11.2800,0.0000,9.2800,7.7500,11.2700,1018.6000,92.7500,2.2900,26.0000,0.3168
2004-11-04,11.2800,11.2800,1.4000,9.6500,5.9600,12.7500,1018.4000,93.1500,3.3200,29.0000,0.3571
2004-11-05,11.2800,11.2800,1.2000,7.8400,5.3800,11.7100,1022.8000,84.9550,4.6000,50.0000,0.5831
2004-11-06,11.2900,11.2900,1.5000,8.0000,3.8200,11.0400,1021.3000,86.8050,3.3100,47.0000,0.5511
2004-11-07,11.2800,11.2800,0.0000,8.0600,5.0100,11.9100,1022.3000,87.7000,2.0700,60.0000,0.7045
2004-11-08,11.2700,11.2700,0.0000,6.7800,2.7300,10.0600,1018.6000,88.4050,2.0300,30.0000,0.3394
2004-11-09,11.2700,11.2700,10.9000,2.7900,0.4800,5.4600,1015.1000,90.5368,3.1800,52.0000,0.5153
2004-11-10,11.3100,11.3100,1.8000,5.7700,3.6600,7.9400,1008.6000,92.6200,2.6200,17.0000,0.1872
2004-11-11,11.2800,11.2800,0.0000,3.0000,-0.8700,6.6100,1021.4000,89.4400,1.6500,35.0000,0.3483
2004-11-12,11.2900,11.2900,7.7000,4.7400,0.0600,9.5000,1016.7000,93.1667,5.2600,29.0000,0.3073
2004-11-13,11.3100,11.3100,3.1000,4.6400,1.7300,7.4600,1025.2001,87.2000,4.4800,51.0000,0.5363
2004-11-14,11.3000,11.3000,0.0000,5.2400,1.4600,9.5700,1031.4000,89.3050,2.7700,50.0000,0.5348
2004-11-15,11.3000,11.3000,2.8000,7.4700,5.1200,9.2200,1023.5000,91.8813,4.6000,15.0000,0.1729
2004-11-16,11.3000,11.3000,5.5000,9.6500,7.6300,10.6000,1021.7000,95.2000,3.5700,23.0000,0.2828
2004-11-17,11.3200,11.3200,2.8000,11.4200,10.3500,12.0500,1013.6000,91.4071,7.4400,13.0000,0.1683
2004-11-18,11.3100,11.3100,13.9000,6.7100,2.5600,11.9100,1006.9000,84.9800,5.5800,17.0000,0.1930
2004-11-19,11.3300,11.3300,3.2000,2.4900,0.1500,5.0200,1010.2000,89.7300,4.7400,35.0000,0.3440
2004-11-20,11.3100,11.3100,2.7000,2.5200,0.8100,5.2700,1018.0000,88.0790,4.1600,26.0000,0.2547
2004-11-21,11.3100,11.3100,4.2000,2.4900,-0.7000,6.0600,1021.6000,90.0300,3.9000,38.0000,0.3712
2004-11-22,11.3200,11.3200,5.2000,9.9400,2.7900,11.8400,1010.4000,90.7938,7.2800,16.0000,0.1993
2004-11-23,11.3000,11.3000,0.0000,5.6300,-0.4800,10.5400,1024.6000,84.1750,3.5000,37.0000,0.4022
2004-11-24,11.3000,11.3000,0.0000,1.5600,-1.3600,5.9000,1033.1000,91.7125,2.1900,48.0000,0.4500
2004-11-25,11.2900,11.2900,0.0000,-0.8600,-3.9600,2.6200,1026.3000,92.1778,2.0000,41.0000,0.3507
2004-11-26,11.2900,11.2900,3.6000,2.4400,-2.8800,6.6400,1019.6000,92.4317,4.6000,15.0000,0.1464
2004-11-27,11.3000,11.3000,1.2000,6.7300,4.3600,8.7700,1020.3000,92.6857,2.9500,22.0000,0.2483
2004-11-28,11.3100,11.3100,2.4000,7.5500,6.1600,8.4500,1012.3000,92.9683,2.6300,12.0000,0.1394
2004-11-29,11.2900,11.2900,0.0000,6.0800,3.0000,8.0400,1017.1000,93.2508,1.3300,13.0000,0.1439
2004-11-30,11.2900,11.2900,0.0000,4.2100,2.6200,6.7600,1016.2000,93.5333,2.5800,19.0000,0.1978
2004-12-01,11.2900,11.2900,3.7000,2.0300,1.3000,3.0400,1008.9000,91.2000,2.5200,10.0000,0.0967
2004-12-02,11.2900,11.2900,0.0000,2.4300,-0.3000,4.8700,1012.0000,94.2000,2.2600,22.0000,0.2156
2004-12-03,11.2800,11.2800,0.0000,2.6900,0.7600,6.4400,1020.8000,95.2000,2.5500,26.0000,0.2559
2004-12-04,11.2900,11.2900,0.0000,4.1000,2.4800,5.1300,1027.9000,94.9500,4.0100,16.0000,0.1649
2004-12-05,11.3000,11.3000,0.0000,6.3200,2.9500,9.0500,1026.7001,94.7000,3.9600,13.0000,0.1444
2004-12-06,11.2800,11.2800,0.0000,6.7600,4.0100,8.5500,1027.3000,93.1000,3.6900,14.0000,0.1576
2004-12-07,11.2800,11.2800,0.0000,6.5500,2.6000,8.2500,1029.1000,94.4500,3.2900,11.0000,0.1229
2004-12-08,11.2700,11.2700,0.0000,2.8200,-1.8600,6.6000,1032.7001,95.2000,1.6200,19.0000,0.1867
2004-12-09,11.2700,11.2700,0.0000,-0.3200,-2.0400,1.3800,1029.1000,94.3875,3.5000,18.0000,0.1571
2004-12-10,11.2600,11.2600,0.0000,-0.9800,-3.4800,1.1300,1025.6000,93.5750,2.9100,26.0000,0.2214
2004-12-11,11.2700,11.2700,0.0000,1.8000,0.2000,2.9200,1029.6000,92.8875,1.9500,12.0000,0.1137
2004-12-12,11.2700,11.2700,0.0000,2.5900,-0.6000,5.0900,1031.6000,92.2000,1.5100,11.0000,0.1072
2004-12-13,11.2700,11.2700,0.0000,-0.5400,-1.7800,1.8200,1030.3000,92.7125,2.6900,10.0000,0.0865
2004-12-14,11.2700,11.2700,0.0000,0.0700,-2.3100,3.4700,1026.3000,93.2250,4.1600,10.0000,0.0888
2004-12-15,11.2600,11.2600,0.0000,3.9900,1.5900,5.9200,1018.3000,93.2077,5.3700,17.0000,0.1755
2004-12-16,11.2800,11.2800,4.7000,5.2200,3.2400,7.2100,1004.6000,92.8000,6.4300,24.0000,0.2601
2004-12-17,11.2800,11.2800,3.4000,5.6800,3.4000,7.1300,993.3000,91.8000,5.5300,14.0000,0.1549
2004-12-18,11.2800,11.2800,11.3000,2.6500,-0.3300,5.3600,1002.3000,88.8263,4.8400,19.0000,0.1887
2004-12-19,11.2900,11.2900,0.0000,0.2100,-2.9800,3.9400,1010.6000,87.6800,2.8800,37.0000,0.3335
2004-12-20,11.2900,11.2900,0.0000,-0.3400,-4.0800,3.0600,1020.5000,85.6700,3.3300,37.0000,0.3244
2004-12-21,11.2800,11.2800,0.0000,-2.4400,-4.9900,0.1300,1022.6000,83.3800,3.1900,33.0000,0.2647
2004-12-22,11.2900,11.2900,2.6000,3.3300,-1.2700,6.5700,1010.5000,94.7000,7.0500,12.0000,0.1215
2004-12-23,11.2900,11.2900,0.0000,8.9200,6.4700,10.6900,1001.6000,88.6300,8.1300,14.0000,0.1702
2004-12-24,11.3000,11.3000,6.5000,7.9500,6.2400,9.4100,996.6000,83.7350,8.0400,22.0000,0.2606
2004-12-25,11.3000,11.3000,0.0000,3.4000,0.3200,7.6700,993.1000,89.9368,5.0900,28.0000,0.2870
2004-12-26,11.2900,11.2900,0.0000,-2.8700,-5.7400,0.3400,1008.2000,93.3667,1.3200,24.0000,0.1907
2004-12-27,11.2700,11.2700,2.1000,-3.4200,-5.6700,-1.6500,1016.6000,95.2000,2.5400,20.0000,0.1543
2004-12-28,11.2800,11.2800,6.7000,0.5800,-2.6500,3.4500,1003.6000,93.2571,5.6500,13.0000,0.1194
2004-12-29,11.2800,11.2800,0.0000,2.2000,-0.8400,4.4400,1022.3000,90.6067,3.3800,38.0000,0.3671
